"Dataset","N_syn","Method","Mean_Cov","SD_Cov","Mean_Width","SD_Width","Total_Time","Mean_Time","Experiment","Noise","N_cal","Score_Distribution","Shock_Probability"
"Student-t",NA,"RSA-CP (OT) (Ours)",0.941975,0.0386301012453012,6.12076584503286,1.61175338450803,0.67999999999995,0.0067999999999995,"Figure 7 calibration size",NA,30,NA,NA
"Student-t",NA,"SPI",0.992585,0.0015109950564466,11.5898209836303,0.578410883304196,3.71000000000006,0.0371000000000006,"Figure 7 calibration size",NA,30,NA,NA
"Student-t",NA,"Synthetic-only",0.992485,0.00151666666666667,11.5450661555012,0.568653749133191,0.130000000000024,0.00130000000000024,"Figure 7 calibration size",NA,30,NA,NA
"Student-t",NA,"SCP",0.95501,0.0304220298302053,6.91951731888855,2.23381477395276,0.019999999999996,0.00019999999999996,"Figure 7 calibration size",NA,40,NA,NA
"Student-t",NA,"RSA-CP (OT) (Ours)",0.94225,0.0346301162212163,6.11322996310378,1.7028427143941,0.580000000000027,0.00580000000000027,"Figure 7 calibration size",NA,40,NA,NA
"Student-t",NA,"SPI",0.97762,0.0209989321517822,9.06601103605431,2.27122868800952,4.86000000000006,0.0486000000000006,"Figure 7 calibration size",NA,40,NA,NA
"Student-t",NA,"Synthetic-only",0.99247,0.00175927556256844,11.5483545337996,0.690456466605066,0.180000000000035,0.00180000000000035,"Figure 7 calibration size",NA,40,NA,NA
"Student-t",NA,"SCP",0.963045,0.0216001420449875,7.00025143007881,1.43872630729332,0.0199999999999818,0.000199999999999818,"Figure 7 calibration size",NA,80,NA,NA
"Student-t",NA,"RSA-CP (OT) (Ours)",0.957095,0.0232095956079124,6.5671742579516,1.27245412015573,0.88999999999993,0.0088999999999993,"Figure 7 calibration size",NA,80,NA,NA
"Student-t",NA,"SPI",0.981105,0.0129307196281186,9.03794881330593,1.86552816507041,9.3000000000001,0.093000000000001,"Figure 7 calibration size",NA,80,NA,NA
"Student-t",NA,"Synthetic-only",0.992395,0.0013433243100682,11.5531325383143,0.523297328097342,0.189999999999998,0.00189999999999998,"Figure 7 calibration size",NA,80,NA,NA
"Student-t",NA,"SCP",0.96427,0.0132181425672934,6.82785172989722,1.02373057807879,0,0,"Figure 7 calibration size",NA,160,NA,NA
"Student-t",NA,"RSA-CP (OT) (Ours)",0.961095,0.0138335514769218,6.60802792828865,0.95451252435548,1.0200000000001,0.010200000000001,"Figure 7 calibration size",NA,160,NA,NA
"Student-t",NA,"SPI",0.975055,0.0108138274277133,7.79810664137326,1.23950390742148,18.0499999999999,0.180499999999999,"Figure 7 calibration size",NA,160,NA,NA
"Student-t",NA,"Synthetic-only",0.99241,0.00151153811554571,11.535188849295,0.542045792049149,0.189999999999912,0.00189999999999912,"Figure 7 calibration size",NA,160,NA,NA
"LogNormal",NA,NA,0.94869,0.0277892301644236,8.5283495880971,2.18859141229135,NA,NA,"Figure 7 score-distribution boxplot",NA,NA,"RSA-CP Beta",NA
"LogNormal",NA,NA,0.948425,0.027889154240357,8.53241746809062,2.26206055622867,NA,NA,"Figure 7 score-distribution boxplot",NA,NA,"RSA-CP Gamma",NA
"LogNormal",NA,NA,0.9487,0.0276673968505324,8.5482513820641,2.22532271404259,NA,NA,"Figure 7 score-distribution boxplot",NA,NA,"RSA-CP Normal",NA
"LogNormal",NA,NA,0.957585,0.0271140553025455,9.47440290745948,3.08795847695622,NA,NA,"Figure 7 score-distribution boxplot",NA,NA,"SCP",NA
"Student-t",NA,NA,0.94262,0.041784869911672,6.68470259854459,1.78870953165222,NA,NA,"Figure 7 score-distribution boxplot",NA,NA,"RSA-CP Beta",NA
"Student-t",NA,NA,0.94168,0.0416755457206155,6.62805752089718,1.77027154073493,NA,NA,"Figure 7 score-distribution boxplot",NA,NA,"RSA-CP Gamma",NA
"Student-t",NA,NA,0.942525,0.0418161787234355,6.67860947846775,1.78931226335319,NA,NA,"Figure 7 score-distribution boxplot",NA,NA,"RSA-CP Normal",NA
"Student-t",NA,NA,0.95411,0.0395637562433196,7.60469343740328,2.38228456683173,NA,NA,"Figure 7 score-distribution boxplot",NA,NA,"SCP",NA
"LogNormal",NA,"SCP",0.960845,0.0383876226237973,10.9082486704054,4.03972801100125,0.0199999999999818,0.000199999999999818,"Shock probability drift",NA,NA,NA,0
"LogNormal",NA,"RSA-CP (OT) (Ours)",0.936555,0.0443230732602369,8.53897257674948,2.25847166619753,0.470000000000056,0.00470000000000056,"Shock probability drift",NA,NA,NA,0
