figure,dataset,Method,alpha,target_coverage,n_cal,n_ref,n_test,run_id,run_seed,Coverage,Length,metric_name,method_core,qhat
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,17,4091990,0.8394,1.6096666666666666,prediction_set_size,spi_fast_form,0.9712157194883483
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,17,4091990,0.8559333333333333,1.7550666666666668,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,18,2569919,0.9856666666666667,13.998,prediction_set_size,standard_real,0.9999973280780777
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,18,2569919,0.8502666666666666,1.7771333333333332,prediction_set_size,standard_reference,0.9796265827941277
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,18,2569919,0.9021333333333333,2.7682,prediction_set_size,spi_fast_form,0.9960610972140554
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,18,2569919,0.9742,10.421333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,19,5495936,0.9952666666666666,26.0394,prediction_set_size,standard_real,0.9999991035978442
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,19,5495936,0.8126,1.4788,prediction_set_size,standard_reference,0.960503862588687
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,19,5495936,0.8801333333333333,2.1200666666666668,prediction_set_size,spi_fast_form,0.9895300345586968
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,19,5495936,0.8916666666666667,2.3709333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,0,2492284,0.8668,1.8848666666666667,prediction_set_size,standard_real,0.9839493528159264
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,0,2492284,0.8398,1.6126,prediction_set_size,standard_reference,0.97114514363627
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,0,2492284,0.8400666666666666,1.6136666666666666,prediction_set_size,spi_fast_form,0.9712634079742035
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,0,2492284,0.8412666666666667,1.6242,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,1,6438288,0.986,13.709133333333334,prediction_set_size,standard_real,0.9999970513802754
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,1,6438288,0.8334,1.6102,prediction_set_size,standard_reference,0.9706945327832379
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,1,6438288,0.8338,1.6128666666666667,prediction_set_size,spi_fast_form,0.9708362860407368
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,1,6438288,0.8760666666666667,2.0761333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,2,275592,0.9602666666666667,7.51,prediction_set_size,standard_real,0.9999192877007196
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,2,275592,0.8295333333333333,1.6064666666666667,prediction_set_size,standard_reference,0.9698724799072207
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,2,275592,0.9143333333333333,3.4122666666666666,prediction_set_size,spi_fast_form,0.9981883864524267
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,2,275592,0.9502,6.4206666666666665,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,3,2731692,0.9824666666666667,12.914666666666667,prediction_set_size,standard_real,0.9999953978828906
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,3,2731692,0.8194,1.5062666666666666,prediction_set_size,standard_reference,0.9620848627632432
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,3,2731692,0.8912666666666667,2.3221333333333334,prediction_set_size,spi_fast_form,0.992505981958631
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,3,2731692,0.9475333333333333,6.176666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,4,1441594,0.971,9.4554,prediction_set_size,standard_real,0.9999727407147511
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,4,1441594,0.8391333333333333,1.6387333333333334,prediction_set_size,standard_reference,0.9722114063279922
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,4,1441594,0.8726,1.9984,prediction_set_size,spi_fast_form,0.9867726979010255
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,4,1441594,0.918,3.3428,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,5,7551662,0.9729333333333333,10.284266666666667,prediction_set_size,standard_real,0.9999824829915102
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,5,7551662,0.8473333333333334,1.7022,prediction_set_size,standard_reference,0.9762860488394388
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,5,7551662,0.8477333333333333,1.7054,prediction_set_size,spi_fast_form,0.9764771446422026
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,5,7551662,0.7699333333333334,1.2559333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,6,4731878,0.9406666666666667,5.5022,prediction_set_size,standard_real,0.999701744919819
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,6,4731878,0.8566666666666667,1.8339333333333334,prediction_set_size,standard_reference,0.9816399734361968
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,6,4731878,0.8707333333333334,2.0096,prediction_set_size,spi_fast_form,0.9868515334193333
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,6,4731878,0.8888,2.3296,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,7,9486483,0.9513333333333334,6.2956666666666665,prediction_set_size,standard_real,0.9998288541844006
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,7,9486483,0.8527333333333333,1.7412,prediction_set_size,standard_reference,0.9777412856035936
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,7,9486483,0.869,1.9133333333333333,prediction_set_size,spi_fast_form,0.984276434884459
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,7,9486483,0.9494666666666667,6.1114,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,8,857393,0.8734,2.0472,prediction_set_size,standard_real,0.9876936511299216
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,8,857393,0.8363333333333334,1.6602666666666666,prediction_set_size,standard_reference,0.9734714832364928
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,8,857393,0.8364666666666667,1.6619333333333333,prediction_set_size,spi_fast_form,0.9735700849955434
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,8,857393,0.8646,1.9310666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,9,4233261,0.9676666666666667,8.8036,prediction_set_size,standard_real,0.9999600558557984
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,9,4233261,0.8482666666666666,1.7508666666666666,prediction_set_size,standard_reference,0.9776815367955303
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,9,4233261,0.8494,1.7597333333333334,prediction_set_size,spi_fast_form,0.97807193492936
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,9,4233261,0.7670666666666667,1.2612,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,10,9504621,0.9732,9.804666666666666,prediction_set_size,standard_real,0.9999768621010648
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,10,9504621,0.8378666666666666,1.6392,prediction_set_size,standard_reference,0.9719054569149241
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,10,9504621,0.8446,1.6962,prediction_set_size,spi_fast_form,0.9753211542643309
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,10,9504621,0.9202,3.6806,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,11,5118207,0.9976,27.5088,prediction_set_size,standard_real,0.9999992845033506
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,11,5118207,0.8114666666666667,1.4454,prediction_set_size,standard_reference,0.9566365135078297
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,11,5118207,0.9048666666666667,2.6703333333333332,prediction_set_size,spi_fast_form,0.9955529128751031
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,11,5118207,0.955,6.6382666666666665,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,12,8690244,0.9812666666666666,12.326133333333333,prediction_set_size,standard_real,0.9999936148103509
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,12,8690244,0.8382666666666667,1.6278,prediction_set_size,standard_reference,0.9722749893894835
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,12,8690244,0.8701333333333333,1.9570666666666667,prediction_set_size,spi_fast_form,0.9858357202440562
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,12,8690244,0.9649333333333333,8.0622,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,13,8229426,0.9727333333333333,9.436066666666667,prediction_set_size,standard_real,0.9999717881551338
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,13,8229426,0.8382,1.6314666666666666,prediction_set_size,standard_reference,0.9717504341745898
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,13,8229426,0.8402666666666667,1.6473333333333333,prediction_set_size,spi_fast_form,0.9728497048331994
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,13,8229426,0.8982,2.4389333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,14,348525,0.9658,8.4348,prediction_set_size,standard_real,0.9999504601632341
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,14,348525,0.8420666666666666,1.6652,prediction_set_size,standard_reference,0.9731621682612056
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,14,348525,0.9552,6.9388,prediction_set_size,spi_fast_form,0.9998816658285483
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,14,348525,0.9586666666666667,7.337133333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,15,8277021,0.9528,6.427,prediction_set_size,standard_real,0.9998411948053925
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,15,8277021,0.8575333333333334,1.7798,prediction_set_size,standard_reference,0.9799953031978773
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,15,8277021,0.8576666666666667,1.7809333333333333,prediction_set_size,spi_fast_form,0.980046932565794
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,15,8277021,0.7739333333333334,1.2665333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,16,3118312,0.9786,11.127533333333334,prediction_set_size,standard_real,0.9999883097661856
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,16,3118312,0.8231333333333334,1.5230666666666666,prediction_set_size,standard_reference,0.9630547876240532
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,16,3118312,0.9031333333333333,2.664066666666667,prediction_set_size,spi_fast_form,0.995427957770995
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,16,3118312,0.9533333333333334,6.559866666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,17,4091990,0.9582666666666667,6.769933333333333,prediction_set_size,standard_real,0.9998785362208537
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,17,4091990,0.8219333333333333,1.4968666666666666,prediction_set_size,standard_reference,0.9624912508453626
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,17,4091990,0.8301333333333333,1.5434,prediction_set_size,spi_fast_form,0.9664494740592359
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,17,4091990,0.8434,1.6392,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,18,2569919,0.9856666666666667,13.998,prediction_set_size,standard_real,0.9999973280780777
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,18,2569919,0.8412,1.6896666666666667,prediction_set_size,standard_reference,0.9753858321321208
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,18,2569919,0.9021333333333333,2.7682,prediction_set_size,spi_fast_form,0.9960610972140554
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,18,2569919,0.9743333333333334,10.475066666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1000,15000,19,5495936,0.9952666666666666,26.0394,prediction_set_size,standard_real,0.9999991035978442
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,19,5495936,0.8366666666666667,1.6370666666666667,prediction_set_size,standard_reference,0.9724725361134173
Figure 8,ImageNet,SPI,0.1,0.9,15,1000,15000,19,5495936,0.8801333333333333,2.1200666666666668,prediction_set_size,spi_fast_form,0.9895300345586968
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,19,5495936,0.8931333333333333,2.4110666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,0,2492284,0.8668,1.8848666666666667,prediction_set_size,standard_real,0.9839493528159264
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,0,2492284,0.8445333333333334,1.6540666666666666,prediction_set_size,standard_reference,0.9738735024692299
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,0,2492284,0.8446,1.6547333333333334,prediction_set_size,spi_fast_form,0.973898349551892
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,0,2492284,0.8403333333333334,1.6151333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,1,6438288,0.986,13.709133333333334,prediction_set_size,standard_real,0.9999970513802754
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,1,6438288,0.8334,1.6102,prediction_set_size,standard_reference,0.9706945327832379
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,1,6438288,0.8338,1.6128666666666667,prediction_set_size,spi_fast_form,0.9708362860407368
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,1,6438288,0.8762666666666666,2.0802,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,2,275592,0.9602666666666667,7.51,prediction_set_size,standard_real,0.9999192877007196
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,2,275592,0.8314,1.6230666666666667,prediction_set_size,standard_reference,0.9709523152072287
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,2,275592,0.9143333333333333,3.4122666666666666,prediction_set_size,spi_fast_form,0.9981883864524267
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,2,275592,0.9488,6.287733333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,3,2731692,0.9824666666666667,12.914666666666667,prediction_set_size,standard_real,0.9999953978828906
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,3,2731692,0.8334,1.5993333333333333,prediction_set_size,standard_reference,0.9696947870049628
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,3,2731692,0.8912666666666667,2.3221333333333334,prediction_set_size,spi_fast_form,0.992505981958631
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,3,2731692,0.9808,12.323466666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,4,1441594,0.971,9.4554,prediction_set_size,standard_real,0.9999727407147511
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,4,1441594,0.8408,1.6540666666666666,prediction_set_size,standard_reference,0.9731237811498978
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,4,1441594,0.8726,1.9984,prediction_set_size,spi_fast_form,0.9867726979010255
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,4,1441594,0.918,3.340866666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,5,7551662,0.9729333333333333,10.284266666666667,prediction_set_size,standard_real,0.9999824829915102
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,5,7551662,0.8472,1.6992,prediction_set_size,standard_reference,0.9761133717499151
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,5,7551662,0.8473333333333334,1.7016666666666667,prediction_set_size,spi_fast_form,0.9762563583926632
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,5,7551662,0.7711333333333333,1.2616,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,6,4731878,0.9406666666666667,5.5022,prediction_set_size,standard_real,0.999701744919819
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,6,4731878,0.8456666666666667,1.7278,prediction_set_size,standard_reference,0.9772812409258234
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,6,4731878,0.8707333333333334,2.0096,prediction_set_size,spi_fast_form,0.9868515334193333
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,6,4731878,0.8832666666666666,2.219133333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,7,9486483,0.9513333333333334,6.2956666666666665,prediction_set_size,standard_real,0.9998288541844006
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,7,9486483,0.8510666666666666,1.7263333333333333,prediction_set_size,standard_reference,0.9770701221850069
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,7,9486483,0.869,1.9133333333333333,prediction_set_size,spi_fast_form,0.984276434884459
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,7,9486483,0.9494666666666667,6.113133333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,8,857393,0.8734,2.0472,prediction_set_size,standard_real,0.9876936511299216
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,8,857393,0.8324,1.6332666666666666,prediction_set_size,standard_reference,0.9717006838423049
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,8,857393,0.8326,1.6342666666666668,prediction_set_size,spi_fast_form,0.9717893117352133
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,8,857393,0.8645333333333334,1.9278666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,9,4233261,0.9676666666666667,8.8036,prediction_set_size,standard_real,0.9999600558557984
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,9,4233261,0.8494666666666667,1.7602,prediction_set_size,standard_reference,0.9780953591376571
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,9,4233261,0.8494666666666667,1.7607333333333333,prediction_set_size,spi_fast_form,0.9781250526412429
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,9,4233261,0.7632,1.2453333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,10,9504621,0.9732,9.804666666666666,prediction_set_size,standard_real,0.9999768621010648
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,10,9504621,0.8446,1.6964666666666666,prediction_set_size,standard_reference,0.9753433611803346
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,10,9504621,0.8446666666666667,1.6974666666666667,prediction_set_size,spi_fast_form,0.9753809142614622
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,10,9504621,0.9204,3.6954,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,11,5118207,0.9976,27.5088,prediction_set_size,standard_real,0.9999992845033506
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,11,5118207,0.8266666666666667,1.5381333333333334,prediction_set_size,standard_reference,0.9652977301241638
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,11,5118207,0.9048666666666667,2.6703333333333332,prediction_set_size,spi_fast_form,0.9955529128751031
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,11,5118207,0.9565333333333333,6.754266666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,12,8690244,0.9812666666666666,12.326133333333333,prediction_set_size,standard_real,0.9999936148103509
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,12,8690244,0.8430666666666666,1.6698666666666666,prediction_set_size,standard_reference,0.974526102641639
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,12,8690244,0.8701333333333333,1.9570666666666667,prediction_set_size,spi_fast_form,0.9858357202440562
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,12,8690244,0.9796666666666667,11.926733333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,13,8229426,0.9727333333333333,9.436066666666667,prediction_set_size,standard_real,0.9999717881551338
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,13,8229426,0.8446,1.6792,prediction_set_size,standard_reference,0.9746143421649784
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,13,8229426,0.8463333333333334,1.6937333333333333,prediction_set_size,spi_fast_form,0.9754093874602685
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,13,8229426,0.8982666666666667,2.4418,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,14,348525,0.9658,8.4348,prediction_set_size,standard_real,0.9999504601632341
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,14,348525,0.8532,1.7613333333333334,prediction_set_size,standard_reference,0.978149044673414
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,14,348525,0.9552,6.9388,prediction_set_size,spi_fast_form,0.9998816658285483
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,14,348525,0.9589333333333333,7.383066666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,15,8277021,0.9528,6.427,prediction_set_size,standard_real,0.9998411948053925
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,15,8277021,0.8499333333333333,1.7087333333333334,prediction_set_size,standard_reference,0.9767647265530023
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,15,8277021,0.851,1.7213333333333334,prediction_set_size,spi_fast_form,0.9773456249662158
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,15,8277021,0.7666666666666667,1.237,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,16,3118312,0.9786,11.127533333333334,prediction_set_size,standard_real,0.9999883097661856
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,16,3118312,0.8204666666666667,1.5064,prediction_set_size,standard_reference,0.9615969407855014
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,16,3118312,0.9031333333333333,2.664066666666667,prediction_set_size,spi_fast_form,0.995427957770995
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,16,3118312,0.9464,5.936066666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,17,4091990,0.9582666666666667,6.769933333333333,prediction_set_size,standard_real,0.9998785362208537
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,17,4091990,0.8313333333333334,1.5497333333333334,prediction_set_size,standard_reference,0.9669958040297236
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,17,4091990,0.8314666666666667,1.5512,prediction_set_size,spi_fast_form,0.967114925390511
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,17,4091990,0.8444666666666667,1.65,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,18,2569919,0.9856666666666667,13.998,prediction_set_size,standard_real,0.9999973280780777
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,18,2569919,0.8265333333333333,1.5752666666666666,prediction_set_size,standard_reference,0.9683679294578096
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,18,2569919,0.9021333333333333,2.7682,prediction_set_size,spi_fast_form,0.9960610972140554
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,18,2569919,0.9737333333333333,10.322733333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,1500,15000,19,5495936,0.9952666666666666,26.0394,prediction_set_size,standard_real,0.9999991035978442
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,1500,15000,19,5495936,0.8300666666666666,1.5883333333333334,prediction_set_size,standard_reference,0.9694486447869237
Figure 8,ImageNet,SPI,0.1,0.9,15,1500,15000,19,5495936,0.8801333333333333,2.1200666666666668,prediction_set_size,spi_fast_form,0.9895300345586968
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1500,15000,19,5495936,0.8933333333333333,2.4189333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,2000,15000,0,2492284,0.8668,1.8848666666666667,prediction_set_size,standard_real,0.9839493528159264
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,2000,15000,0,2492284,0.8421333333333333,1.6344666666666667,prediction_set_size,standard_reference,0.9725626033287705
