figure,dataset,Method,alpha,target_coverage,n_cal,n_ref,n_test,run_id,run_seed,Coverage,Length,metric_name,method_core,qhat
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,9,4233261,0.9676666666666667,8.8036,prediction_set_size,spi_fast_form,0.9999600558557984
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,9,4233261,0.8906666666666667,2.3819333333333335,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,10,9504621,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,10,9504621,0.8994,2.5846666666666667,prediction_set_size,standard_reference,0.9948360513662278
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,10,9504621,0.9732,9.804666666666666,prediction_set_size,spi_fast_form,0.9999768621010648
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,10,9504621,0.9484,6.1114,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,11,5118207,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,11,5118207,0.8896666666666667,2.2536,prediction_set_size,standard_reference,0.9916468444780572
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,11,5118207,0.9976,27.5088,prediction_set_size,spi_fast_form,0.9999992845033506
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,11,5118207,0.974,9.957533333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,12,8690244,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,12,8690244,0.9025333333333333,2.6858666666666666,prediction_set_size,standard_reference,0.9956030045432809
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,12,8690244,0.9812666666666666,12.326133333333333,prediction_set_size,spi_fast_form,0.9999936148103509
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,12,8690244,0.9812666666666666,12.291333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,13,8229426,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,13,8229426,0.9162,3.1039333333333334,prediction_set_size,standard_reference,0.9973714269947259
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,13,8229426,0.9727333333333333,9.436066666666667,prediction_set_size,spi_fast_form,0.9999717881551338
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,13,8229426,0.9422,5.5206,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,14,348525,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,14,348525,0.9087333333333333,2.9928,prediction_set_size,standard_reference,0.9969370431787703
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,14,348525,0.9658,8.4348,prediction_set_size,spi_fast_form,0.9999504601632341
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,14,348525,0.9654,8.3284,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,15,8277021,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,15,8277021,0.9034,2.5487333333333333,prediction_set_size,standard_reference,0.9947133049208647
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,15,8277021,0.9528,6.427,prediction_set_size,spi_fast_form,0.9998411948053925
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,15,8277021,0.8842666666666666,2.1055333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,16,3118312,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,16,3118312,0.8827333333333334,2.131666666666667,prediction_set_size,standard_reference,0.989508296132567
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,16,3118312,0.9786,11.127533333333334,prediction_set_size,spi_fast_form,0.9999883097661856
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,16,3118312,0.9708,9.152533333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,17,4091990,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,17,4091990,0.9114666666666666,2.819733333333333,prediction_set_size,standard_reference,0.996526671344259
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,17,4091990,0.9582666666666667,6.769933333333333,prediction_set_size,spi_fast_form,0.9998785362208537
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,17,4091990,0.9240666666666667,3.7053333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,18,2569919,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,18,2569919,0.8910666666666667,2.4182,prediction_set_size,standard_reference,0.9934762198964748
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,18,2569919,0.9856666666666667,13.998,prediction_set_size,spi_fast_form,0.9999973280780777
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,18,2569919,0.9820666666666666,13.06,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,19,5495936,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,19,5495936,0.8928666666666667,2.4042,prediction_set_size,standard_reference,0.9934114161012766
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,19,5495936,0.9952666666666666,26.0394,prediction_set_size,spi_fast_form,0.9999991035978442
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,19,5495936,0.9270666666666667,4.3964,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,0,2492284,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,0,2492284,0.9024,2.543066666666667,prediction_set_size,standard_reference,0.9947583174197349
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,0,2492284,0.9024666666666666,2.5534666666666666,prediction_set_size,spi_fast_form,0.9948418025522983
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,0,2492284,0.8639333333333333,1.8484666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,1,6438288,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,1,6438288,0.8988666666666667,2.599466666666667,prediction_set_size,standard_reference,0.9951207576394652
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,1,6438288,0.986,13.709133333333334,prediction_set_size,spi_fast_form,0.9999970513802754
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,1,6438288,0.9232,3.9360666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,2,275592,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,2,275592,0.9059333333333334,2.9082666666666666,prediction_set_size,standard_reference,0.9967464973774066
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,2,275592,0.9602666666666667,7.51,prediction_set_size,spi_fast_form,0.9999192877007196
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,2,275592,0.9587333333333333,7.3922,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,3,2731692,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,3,2731692,0.8879333333333334,2.2644,prediction_set_size,standard_reference,0.991747970424335
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,3,2731692,0.9824666666666667,12.914666666666667,prediction_set_size,spi_fast_form,0.9999953978828906
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,3,2731692,0.9822666666666666,12.816066666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,4,1441594,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,4,1441594,0.9009333333333334,2.5276666666666667,prediction_set_size,standard_reference,0.9945576121118943
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,4,1441594,0.971,9.4554,prediction_set_size,spi_fast_form,0.9999727407147511
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,4,1441594,0.9412666666666667,5.600666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,5,7551662,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,5,7551662,0.9069333333333334,2.7869333333333333,prediction_set_size,standard_reference,0.996194528861489
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,5,7551662,0.9729333333333333,10.284266666666667,prediction_set_size,spi_fast_form,0.9999824829915102
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,5,7551662,0.8921333333333333,2.3349333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,6,4731878,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,6,4731878,0.9072,2.851933333333333,prediction_set_size,standard_reference,0.9964435452940967
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,6,4731878,0.9406666666666667,5.5022,prediction_set_size,spi_fast_form,0.999701744919819
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,6,4731878,0.9257333333333333,4.179,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,7,9486483,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,7,9486483,0.9113333333333333,2.929866666666667,prediction_set_size,standard_reference,0.9968391105968735
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,7,9486483,0.9513333333333334,6.2956666666666665,prediction_set_size,spi_fast_form,0.9998288541844006
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,7,9486483,0.9512,6.2816,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,8,857393,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,8,857393,0.8994666666666666,2.5656666666666665,prediction_set_size,standard_reference,0.9947613770148742
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,8,857393,0.8998,2.5784666666666665,prediction_set_size,spi_fast_form,0.9948604264215256
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,8,857393,0.8724,2.030866666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,9,4233261,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,9,4233261,0.9002,2.6599333333333335,prediction_set_size,standard_reference,0.9953489741384496
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,9,4233261,0.9676666666666667,8.8036,prediction_set_size,spi_fast_form,0.9999600558557984
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,9,4233261,0.8840666666666667,2.2203333333333335,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,10,9504621,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,10,9504621,0.8985333333333333,2.5519333333333334,prediction_set_size,standard_reference,0.9945970301685773
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,10,9504621,0.9732,9.804666666666666,prediction_set_size,spi_fast_form,0.9999768621010648
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,10,9504621,0.9474,6.042533333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,11,5118207,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,11,5118207,0.8944666666666666,2.3455333333333335,prediction_set_size,standard_reference,0.9927943350582992
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,11,5118207,0.9976,27.5088,prediction_set_size,spi_fast_form,0.9999992845033506
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,11,5118207,0.9763333333333334,10.569933333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,12,8690244,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,12,8690244,0.9039333333333334,2.7341333333333333,prediction_set_size,standard_reference,0.9958781375580937
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,12,8690244,0.9812666666666666,12.326133333333333,prediction_set_size,spi_fast_form,0.9999936148103509
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,12,8690244,0.9812666666666666,12.287866666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,13,8229426,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,13,8229426,0.9102,2.832133333333333,prediction_set_size,standard_reference,0.9963257360441626
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,13,8229426,0.9727333333333333,9.436066666666667,prediction_set_size,spi_fast_form,0.9999717881551338
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,13,8229426,0.9329333333333333,4.752,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,14,348525,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,14,348525,0.9056666666666666,2.8338666666666668,prediction_set_size,standard_reference,0.9962489015264528
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,14,348525,0.9658,8.4348,prediction_set_size,spi_fast_form,0.9999504601632341
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,14,348525,0.9652,8.3174,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,15,8277021,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,15,8277021,0.9034666666666666,2.5540666666666665,prediction_set_size,standard_reference,0.9947516895869503
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,15,8277021,0.9528,6.427,prediction_set_size,spi_fast_form,0.9998411948053925
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,15,8277021,0.8854666666666666,2.1237333333333335,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,16,3118312,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,16,3118312,0.8826,2.1253333333333333,prediction_set_size,standard_reference,0.9893813237298131
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,16,3118312,0.9786,11.127533333333334,prediction_set_size,spi_fast_form,0.9999883097661856
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,16,3118312,0.9707333333333333,9.127,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,17,4091990,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,17,4091990,0.9110666666666667,2.7952666666666666,prediction_set_size,standard_reference,0.9964193466183129
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,17,4091990,0.9582666666666667,6.769933333333333,prediction_set_size,spi_fast_form,0.9998785362208537
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,17,4091990,0.9203333333333333,3.4104666666666668,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,18,2569919,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,18,2569919,0.898,2.644,prediction_set_size,standard_reference,0.9953454433230663
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,18,2569919,0.9856666666666667,13.998,prediction_set_size,spi_fast_form,0.9999973280780777
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,18,2569919,0.9836,13.318733333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,2000,15000,19,5495936,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,2000,15000,19,5495936,0.8938,2.429133333333333,prediction_set_size,standard_reference,0.9936808060781306
Figure 8,ImageNet,SPI,0.05,0.95,15,2000,15000,19,5495936,0.9952666666666666,26.0394,prediction_set_size,spi_fast_form,0.9999991035978442
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,2000,15000,19,5495936,0.9242,4.136866666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,0,2492284,0.8668,1.8848666666666667,prediction_set_size,standard_real,0.9839493528159264
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,0,2492284,0.8594666666666667,1.8006,prediction_set_size,standard_reference,0.9809315664639892
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,0,2492284,0.8599333333333333,1.8116666666666668,prediction_set_size,spi_fast_form,0.981410413038233
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,0,2492284,0.8438666666666667,1.6489333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,1,6438288,0.986,13.709133333333334,prediction_set_size,standard_real,0.9999970513802754
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,1,6438288,0.8287333333333333,1.5715333333333332,prediction_set_size,standard_reference,0.967827691298019
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,1,6438288,0.8677333333333334,1.9602,prediction_set_size,spi_fast_form,0.9860757126914176
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,1,6438288,0.8744666666666666,2.0544,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,2,275592,0.9602666666666667,7.51,prediction_set_size,standard_real,0.9999192877007196
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,2,275592,0.8527333333333333,1.8120666666666667,prediction_set_size,standard_reference,0.9806659923314106
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,2,275592,0.9143333333333333,3.4122666666666666,prediction_set_size,spi_fast_form,0.9981883864524267
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,2,275592,0.9527333333333333,6.6802,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,3,2731692,0.9824666666666667,12.914666666666667,prediction_set_size,standard_real,0.9999953978828906
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,3,2731692,0.8099333333333333,1.4506,prediction_set_size,standard_reference,0.9563941551400643
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,3,2731692,0.8912666666666667,2.3221333333333334,prediction_set_size,spi_fast_form,0.992505981958631
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,3,2731692,0.9808,12.319866666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,4,1441594,0.971,9.4554,prediction_set_size,standard_real,0.9999727407147511
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,4,1441594,0.8726,1.9998666666666667,prediction_set_size,standard_reference,0.9868079187480439
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,4,1441594,0.8876666666666667,2.2288,prediction_set_size,spi_fast_form,0.9911996967569723
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,4,1441594,0.9234,3.880333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,5,7551662,0.9729333333333333,10.284266666666667,prediction_set_size,standard_real,0.9999824829915102
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,5,7551662,0.8669333333333333,1.9022,prediction_set_size,standard_reference,0.9843368789685318
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,5,7551662,0.875,2.0119333333333334,prediction_set_size,spi_fast_form,0.9872388902323203
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,5,7551662,0.7804,1.2971333333333332,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,6,4731878,0.9406666666666667,5.5022,prediction_set_size,standard_real,0.999701744919819
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,6,4731878,0.8323333333333334,1.6077333333333332,prediction_set_size,standard_reference,0.970154683837987
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,6,4731878,0.8707333333333334,2.0096,prediction_set_size,spi_fast_form,0.9868515334193333
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,6,4731878,0.8808,2.1675333333333335,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,7,9486483,0.9513333333333334,6.2956666666666665,prediction_set_size,standard_real,0.9998288541844006
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,7,9486483,0.8285333333333333,1.5419333333333334,prediction_set_size,standard_reference,0.9652081521993854
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,7,9486483,0.869,1.9133333333333333,prediction_set_size,spi_fast_form,0.984276434884459
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,7,9486483,0.9494666666666667,6.111266666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,8,857393,0.8734,2.0472,prediction_set_size,standard_real,0.9876936511299216
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,8,857393,0.7851333333333333,1.3522666666666667,prediction_set_size,standard_reference,0.944015889477711
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,8,857393,0.8275333333333333,1.5944,prediction_set_size,spi_fast_form,0.9690955812187377
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,8,857393,0.865,1.9344666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,9,4233261,0.9676666666666667,8.8036,prediction_set_size,standard_real,0.9999600558557984
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,9,4233261,0.8494666666666667,1.7602,prediction_set_size,standard_reference,0.9780953591376571
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,9,4233261,0.8585333333333334,1.8544,prediction_set_size,spi_fast_form,0.9819221961293224
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,9,4233261,0.7636666666666667,1.2474,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,10,9504621,0.9732,9.804666666666666,prediction_set_size,standard_real,0.9999768621010648
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,10,9504621,0.8799333333333333,2.1458,prediction_set_size,standard_reference,0.9896264189483925
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,10,9504621,0.8849333333333333,2.2300666666666666,prediction_set_size,spi_fast_form,0.991039491876753
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,10,9504621,0.9286666666666666,4.513066666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,11,5118207,0.9976,27.5088,prediction_set_size,standard_real,0.9999992845033506
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,11,5118207,0.7700666666666667,1.2518,prediction_set_size,standard_reference,0.9289949062762379
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,11,5118207,0.9048666666666667,2.6703333333333332,prediction_set_size,spi_fast_form,0.9955529128751031
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,11,5118207,0.9552666666666667,6.6428666666666665,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,12,8690244,0.9812666666666666,12.326133333333333,prediction_set_size,standard_real,0.9999936148103509
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,12,8690244,0.8910666666666667,2.3464666666666667,prediction_set_size,standard_reference,0.9927362747372733
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,12,8690244,0.904,2.737,prediction_set_size,spi_fast_form,0.99589207372988
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,12,8690244,0.9808,12.123266666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,13,8229426,0.9727333333333333,9.436066666666667,prediction_set_size,standard_real,0.9999717881551338
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,13,8229426,0.8128666666666666,1.4575333333333333,prediction_set_size,standard_reference,0.957818624852034
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,13,8229426,0.8282666666666667,1.5592,prediction_set_size,spi_fast_form,0.9668843192570914
