"Method","Cov","Width","Time","Dataset","Trial","Shock_Probability"
"RSA-CP (OT) (Ours)",0.94,7.87514914575087,0,"LogNormal",76,0.4
"SCP",0.9445,8.08319882895076,0,"LogNormal",76,0.5
"RSA-CP (OT) (Ours)",0.9215,7.15266615437545,0,"LogNormal",76,0.5
"SCP",0.992,11.992270518944,0,"Student-t",76,0
"RSA-CP (OT) (Ours)",0.9865,10.210423019276,0,"Student-t",76,0
"SCP",0.992,11.992270518944,0,"Student-t",76,0.1
"RSA-CP (OT) (Ours)",0.987,10.3633616642228,0,"Student-t",76,0.1
"SCP",0.992,11.992270518944,0,"Student-t",76,0.2
"RSA-CP (OT) (Ours)",0.979,8.90048069136766,0,"Student-t",76,0.2
"SCP",0.992,11.992270518944,0,"Student-t",76,0.3
"RSA-CP (OT) (Ours)",0.9875,10.4500416290347,0.00999999999999091,"Student-t",76,0.3
"SCP",0.992,11.992270518944,0,"Student-t",76,0.4
"RSA-CP (OT) (Ours)",0.9875,10.6447213070908,0,"Student-t",76,0.4
"SCP",0.992,11.992270518944,0,"Student-t",76,0.5
"RSA-CP (OT) (Ours)",0.986,10.0280522175682,0,"Student-t",76,0.5
"SCP",0.9625,8.97186840443535,0,"LogNormal",77,0
"RSA-CP (OT) (Ours)",0.945,8.1961013111878,0,"LogNormal",77,0
"SCP",0.9625,8.97186840443535,0,"LogNormal",77,0.1
"RSA-CP (OT) (Ours)",0.9455,8.25463301584984,0,"LogNormal",77,0.1
"SCP",0.9625,8.97186840443535,0,"LogNormal",77,0.2
"RSA-CP (OT) (Ours)",0.939,7.83392220290155,0.0199999999999818,"LogNormal",77,0.2
"SCP",0.9625,8.97186840443535,0,"LogNormal",77,0.3
"RSA-CP (OT) (Ours)",0.936,7.7228537917273,0,"LogNormal",77,0.3
"SCP",0.9625,8.97186840443535,0,"LogNormal",77,0.4
"RSA-CP (OT) (Ours)",0.943,7.95105475898628,0,"LogNormal",77,0.4
"SCP",0.9625,8.97186840443535,0,"LogNormal",77,0.5
"RSA-CP (OT) (Ours)",0.9305,7.39109434977701,0,"LogNormal",77,0.5
"SCP",0.9155,5.03835890403926,0,"Student-t",77,0
"RSA-CP (OT) (Ours)",0.845,3.75406500100982,0,"Student-t",77,0
"SCP",0.9155,5.03835890403926,0,"Student-t",77,0.1
"RSA-CP (OT) (Ours)",0.8515,3.87254990309952,0,"Student-t",77,0.1
"SCP",0.9155,5.03835890403926,0,"Student-t",77,0.2
"RSA-CP (OT) (Ours)",0.8555,3.93766252446488,0.0199999999999818,"Student-t",77,0.2
"SCP",0.9155,5.03835890403926,0,"Student-t",77,0.3
"RSA-CP (OT) (Ours)",0.827,3.49275296479468,0,"Student-t",77,0.3
"SCP",0.9155,5.03835890403926,0,"Student-t",77,0.4
"RSA-CP (OT) (Ours)",0.8435,3.69386027543401,0,"Student-t",77,0.4
"SCP",0.9155,5.03835890403926,0,"Student-t",77,0.5
"RSA-CP (OT) (Ours)",0.843,3.68751346343838,0,"Student-t",77,0.5
"SCP",0.954,8.48030518868138,0,"LogNormal",78,0
"RSA-CP (OT) (Ours)",0.908,6.73600276451716,0,"LogNormal",78,0
"SCP",0.954,8.48030518868138,0,"LogNormal",78,0.1
"RSA-CP (OT) (Ours)",0.915,6.952370535289,0.0199999999999818,"LogNormal",78,0.1
"SCP",0.954,8.48030518868138,0,"LogNormal",78,0.2
"RSA-CP (OT) (Ours)",0.891,6.33690292438177,0,"LogNormal",78,0.2
"SCP",0.954,8.48030518868138,0,"LogNormal",78,0.3
"RSA-CP (OT) (Ours)",0.8845,6.1987952709434,0,"LogNormal",78,0.3
"SCP",0.954,8.48030518868138,0,"LogNormal",78,0.4
"RSA-CP (OT) (Ours)",0.8205,5.14549238468209,0.0100000000000193,"LogNormal",78,0.4
"SCP",0.954,8.48030518868138,0,"LogNormal",78,0.5
"RSA-CP (OT) (Ours)",0.87,5.9768296783878,0,"LogNormal",78,0.5
"SCP",0.9955,15.9193983399284,0,"Student-t",78,0
"RSA-CP (OT) (Ours)",0.979,9.10557845207573,0,"Student-t",78,0
"SCP",0.9955,15.9193983399284,0,"Student-t",78,0.1
"RSA-CP (OT) (Ours)",0.9875,10.5243521938947,0,"Student-t",78,0.1
"SCP",0.9955,15.9193983399284,0,"Student-t",78,0.2
"RSA-CP (OT) (Ours)",0.986,10.0154147192044,0,"Student-t",78,0.2
"SCP",0.9955,15.9193983399284,0,"Student-t",78,0.3
"RSA-CP (OT) (Ours)",0.9825,9.63870557316271,0,"Student-t",78,0.3
"SCP",0.9955,15.9193983399284,0,"Student-t",78,0.4
"RSA-CP (OT) (Ours)",0.9845,9.84461251815915,0,"Student-t",78,0.4
"SCP",0.9955,15.9193983399284,0,"Student-t",78,0.5
"RSA-CP (OT) (Ours)",0.986,9.94538598823976,0,"Student-t",78,0.5
"SCP",0.9125,6.8756742089081,0,"LogNormal",79,0
"RSA-CP (OT) (Ours)",0.892,6.37127910423513,0.00999999999999091,"LogNormal",79,0
"SCP",0.9125,6.8756742089081,0,"LogNormal",79,0.1
"RSA-CP (OT) (Ours)",0.888,6.28672397458781,0,"LogNormal",79,0.1
"SCP",0.9125,6.8756742089081,0,"LogNormal",79,0.2
"RSA-CP (OT) (Ours)",0.854,5.56601457471055,0,"LogNormal",79,0.2
"SCP",0.9125,6.8756742089081,0,"LogNormal",79,0.3
"RSA-CP (OT) (Ours)",0.883,6.17679892185305,0.0200000000000102,"LogNormal",79,0.3
"SCP",0.9125,6.8756742089081,0,"LogNormal",79,0.4
"RSA-CP (OT) (Ours)",0.8665,5.94153190983895,0,"LogNormal",79,0.4
"SCP",0.9125,6.8756742089081,0,"LogNormal",79,0.5
"RSA-CP (OT) (Ours)",0.8885,6.31162544699133,0,"LogNormal",79,0.5
"SCP",0.945,6.20731039437244,0,"Student-t",79,0
"RSA-CP (OT) (Ours)",0.937,5.79821878949403,0.00999999999999091,"Student-t",79,0
"SCP",0.945,6.20731039437244,0,"Student-t",79,0.1
"RSA-CP (OT) (Ours)",0.9385,5.84292691423259,0,"Student-t",79,0.1
"SCP",0.945,6.20731039437244,0,"Student-t",79,0.2
"RSA-CP (OT) (Ours)",0.936,5.66244473120384,0,"Student-t",79,0.2
"SCP",0.945,6.20731039437244,0,"Student-t",79,0.3
"RSA-CP (OT) (Ours)",0.934,5.59562841259678,0,"Student-t",79,0.3
"SCP",0.945,6.20731039437244,0,"Student-t",79,0.4
"RSA-CP (OT) (Ours)",0.937,5.77727115776055,0,"Student-t",79,0.4
"SCP",0.945,6.20731039437244,0,"Student-t",79,0.5
"RSA-CP (OT) (Ours)",0.932,5.56013062158996,0,"Student-t",79,0.5
"SCP",0.9935,14.5194084040743,0,"LogNormal",80,0
"RSA-CP (OT) (Ours)",0.986,12.653295044971,0,"LogNormal",80,0
"SCP",0.9935,14.5194084040743,0,"LogNormal",80,0.1
"RSA-CP (OT) (Ours)",0.985,12.3337411815938,0,"LogNormal",80,0.1
"SCP",0.9935,14.5194084040743,0,"LogNormal",80,0.2
"RSA-CP (OT) (Ours)",0.9845,12.279431441057,0.0200000000000102,"LogNormal",80,0.2
"SCP",0.9935,14.5194084040743,0,"LogNormal",80,0.3
"RSA-CP (OT) (Ours)",0.983,12.0391440295251,0,"LogNormal",80,0.3
"SCP",0.9935,14.5194084040743,0,"LogNormal",80,0.4
"RSA-CP (OT) (Ours)",0.9825,11.6777044258484,0,"LogNormal",80,0.4
"SCP",0.9935,14.5194084040743,0,"LogNormal",80,0.5
"RSA-CP (OT) (Ours)",0.9845,12.1644718243205,0,"LogNormal",80,0.5
"SCP",0.997,19.5686672453881,0,"Student-t",80,0
"RSA-CP (OT) (Ours)",0.98,9.25956579383717,0.00999999999999091,"Student-t",80,0
"SCP",0.997,19.5686672453881,0,"Student-t",80,0.1
"RSA-CP (OT) (Ours)",0.9875,10.5926988310041,0,"Student-t",80,0.1
"SCP",0.997,19.5686672453881,0,"Student-t",80,0.2
"RSA-CP (OT) (Ours)",0.981,9.35805364399084,0.0200000000000102,"Student-t",80,0.2
"SCP",0.997,19.5686672453881,0,"Student-t",80,0.3
"RSA-CP (OT) (Ours)",0.97,8.07360011410515,0,"Student-t",80,0.3
"SCP",0.997,19.5686672453881,0,"Student-t",80,0.4
"RSA-CP (OT) (Ours)",0.986,10.0097622548548,0,"Student-t",80,0.4
"SCP",0.997,19.5686672453881,0,"Student-t",80,0.5
"RSA-CP (OT) (Ours)",0.979,9.01976982580478,0,"Student-t",80,0.5
"SCP",0.974,9.98252916511649,0,"LogNormal",81,0
"RSA-CP (OT) (Ours)",0.9465,8.27130714145534,0,"LogNormal",81,0
"SCP",0.974,9.98252916511649,0,"LogNormal",81,0.1
"RSA-CP (OT) (Ours)",0.9455,8.23495683081516,0,"LogNormal",81,0.1
"SCP",0.974,9.98252916511649,0,"LogNormal",81,0.2
"RSA-CP (OT) (Ours)",0.9475,8.29285205596626,0.0100000000000193,"LogNormal",81,0.2
"SCP",0.974,9.98252916511649,0,"LogNormal",81,0.3
"RSA-CP (OT) (Ours)",0.9455,8.25402964895414,0,"LogNormal",81,0.3
"SCP",0.974,9.98252916511649,0,"LogNormal",81,0.4
"RSA-CP (OT) (Ours)",0.945,8.14925522769905,0,"LogNormal",81,0.4
"SCP",0.974,9.98252916511649,0,"LogNormal",81,0.5
"RSA-CP (OT) (Ours)",0.9435,8.02160711102841,0.0199999999999818,"LogNormal",81,0.5
"SCP",0.9925,12.4832062616457,0,"Student-t",81,0
"RSA-CP (OT) (Ours)",0.981,9.57976954637851,0,"Student-t",81,0
"SCP",0.9925,12.4832062616457,0,"Student-t",81,0.1
"RSA-CP (OT) (Ours)",0.981,9.40346187845177,0,"Student-t",81,0.1
"SCP",0.9925,12.4832062616457,0,"Student-t",81,0.2
"RSA-CP (OT) (Ours)",0.9815,9.60666686596469,0.0100000000000193,"Student-t",81,0.2
"SCP",0.9925,12.4832062616457,0,"Student-t",81,0.3
"RSA-CP (OT) (Ours)",0.981,9.48463760266805,0,"Student-t",81,0.3
"SCP",0.9925,12.4832062616457,0,"Student-t",81,0.4
"RSA-CP (OT) (Ours)",0.981,9.59202872014274,0,"Student-t",81,0.4
"SCP",0.9925,12.4832062616457,0,"Student-t",81,0.5
"RSA-CP (OT) (Ours)",0.981,9.50721834839852,0,"Student-t",81,0.5
"SCP",0.9325,7.51569295009814,0,"LogNormal",82,0
"RSA-CP (OT) (Ours)",0.9065,6.68998351797335,0,"LogNormal",82,0
"SCP",0.9325,7.51569295009814,0,"LogNormal",82,0.1
"RSA-CP (OT) (Ours)",0.906,6.66416267188708,0.0100000000000193,"LogNormal",82,0.1
"SCP",0.9325,7.51569295009814,0,"LogNormal",82,0.2
"RSA-CP (OT) (Ours)",0.8745,6.04386373698914,0,"LogNormal",82,0.2
"SCP",0.9325,7.51569295009814,0,"LogNormal",82,0.3
"RSA-CP (OT) (Ours)",0.888,6.28218896796943,0,"LogNormal",82,0.3
"SCP",0.9325,7.51569295009814,0,"LogNormal",82,0.4
"RSA-CP (OT) (Ours)",0.9035,6.6201311302951,0.0199999999999818,"LogNormal",82,0.4
"SCP",0.9325,7.51569295009814,0,"LogNormal",82,0.5
"RSA-CP (OT) (Ours)",0.896,6.45066071067823,0,"LogNormal",82,0.5
"SCP",0.899,4.69649656926853,0,"Student-t",82,0
"RSA-CP (OT) (Ours)",0.781,3.10060997655561,0,"Student-t",82,0
"SCP",0.899,4.69649656926853,0,"Student-t",82,0.1
"RSA-CP (OT) (Ours)",0.8165,3.39106915017948,0.0200000000000102,"Student-t",82,0.1
"SCP",0.899,4.69649656926853,0,"Student-t",82,0.2
"RSA-CP (OT) (Ours)",0.7675,2.97143134732161,0,"Student-t",82,0.2
"SCP",0.899,4.69649656926853,0,"Student-t",82,0.3
"RSA-CP (OT) (Ours)",0.7655,2.96386361096608,0,"Student-t",82,0.3
"SCP",0.899,4.69649656926853,0,"Student-t",82,0.4
"RSA-CP (OT) (Ours)",0.751,2.83937512622195,0,"Student-t",82,0.4
"SCP",0.899,4.69649656926853,0,"Student-t",82,0.5
"RSA-CP (OT) (Ours)",0.6515,2.21189864130506,0,"Student-t",82,0.5
"SCP",0.995,15.5149934841651,0,"LogNormal",83,0
"RSA-CP (OT) (Ours)",0.983,11.9614291395507,0,"LogNormal",83,0
"SCP",0.995,15.5149934841651,0,"LogNormal",83,0.1
"RSA-CP (OT) (Ours)",0.9845,12.2389211528673,0,"LogNormal",83,0.1
"SCP",0.995,15.5149934841651,0,"LogNormal",83,0.2
"RSA-CP (OT) (Ours)",0.9795,11.3875507841047,0,"LogNormal",83,0.2
"SCP",0.995,15.5149934841651,0,"LogNormal",83,0.3
"RSA-CP (OT) (Ours)",0.9825,11.7916752233219,0,"LogNormal",83,0.3
"SCP",0.995,15.5149934841651,0,"LogNormal",83,0.4
"RSA-CP (OT) (Ours)",0.9825,11.8282450485124,0.00999999999999091,"LogNormal",83,0.4
"SCP",0.995,15.5149934841651,0,"LogNormal",83,0.5
"RSA-CP (OT) (Ours)",0.9795,11.1133303438071,0,"LogNormal",83,0.5
"SCP",0.969,8.00618055424683,0,"Student-t",83,0
"RSA-CP (OT) (Ours)",0.9055,4.88121713027691,0,"Student-t",83,0
"SCP",0.969,8.00618055424683,0,"Student-t",83,0.1
"RSA-CP (OT) (Ours)",0.9155,5.04057574540569,0.0200000000000102,"Student-t",83,0.1
"SCP",0.969,8.00618055424683,0,"Student-t",83,0.2
"RSA-CP (OT) (Ours)",0.898,4.6767209386356,0,"Student-t",83,0.2
"SCP",0.969,8.00618055424683,0,"Student-t",83,0.3
"RSA-CP (OT) (Ours)",0.8795,4.31686745449685,0,"Student-t",83,0.3
"SCP",0.969,8.00618055424683,0,"Student-t",83,0.4
"RSA-CP (OT) (Ours)",0.895,4.62339802225622,0.00999999999999091,"Student-t",83,0.4
"SCP",0.969,8.00618055424683,0,"Student-t",83,0.5
"RSA-CP (OT) (Ours)",0.895,4.62347344902095,0,"Student-t",83,0.5
"SCP",0.998,18.5799716896296,0,"LogNormal",84,0
"RSA-CP (OT) (Ours)",0.9235,7.22839077377961,0.0200000000000102,"LogNormal",84,0
"SCP",0.998,18.5799716896296,0,"LogNormal",84,0.1
"RSA-CP (OT) (Ours)",0.943,7.9428216100611,0,"LogNormal",84,0.1
"SCP",0.998,18.5799716896296,0,"LogNormal",84,0.2
"RSA-CP (OT) (Ours)",0.918,7.03085716863412,0,"LogNormal",84,0.2
"SCP",0.998,18.5799716896296,0,"LogNormal",84,0.3
"RSA-CP (OT) (Ours)",0.9075,6.7217692917997,0.00999999999999091,"LogNormal",84,0.3
"SCP",0.998,18.5799716896296,0,"LogNormal",84,0.4
"RSA-CP (OT) (Ours)",0.8985,6.48482689030352,0,"LogNormal",84,0.4
"SCP",0.998,18.5799716896296,0,"LogNormal",84,0.5
"RSA-CP (OT) (Ours)",0.875,6.05395445140961,0,"LogNormal",84,0.5
"SCP",0.929,5.40299369616766,0,"Student-t",84,0
"RSA-CP (OT) (Ours)",0.9015,4.77016919470093,0.0200000000000102,"Student-t",84,0
"SCP",0.929,5.40299369616766,0,"Student-t",84,0.1
"RSA-CP (OT) (Ours)",0.8905,4.51333383403835,0,"Student-t",84,0.1
"SCP",0.929,5.40299369616766,0,"Student-t",84,0.2
"RSA-CP (OT) (Ours)",0.9055,4.88107394015882,0,"Student-t",84,0.2
"SCP",0.929,5.40299369616766,0,"Student-t",84,0.3
"RSA-CP (OT) (Ours)",0.8885,4.45351940874616,0,"Student-t",84,0.3
"SCP",0.929,5.40299369616766,0,"Student-t",84,0.4
"RSA-CP (OT) (Ours)",0.893,4.54892371900246,0,"Student-t",84,0.4
"SCP",0.929,5.40299369616766,0,"Student-t",84,0.5
"RSA-CP (OT) (Ours)",0.9015,4.76582889470697,0,"Student-t",84,0.5
"SCP",0.943,7.98542086639164,0,"LogNormal",85,0
"RSA-CP (OT) (Ours)",0.9375,7.77795368151369,0.0100000000000193,"LogNormal",85,0
"SCP",0.943,7.98542086639164,0,"LogNormal",85,0.1
"RSA-CP (OT) (Ours)",0.9375,7.77541510413575,0,"LogNormal",85,0.1
"SCP",0.943,7.98542086639164,0,"LogNormal",85,0.2
"RSA-CP (OT) (Ours)",0.9375,7.78121471597638,0,"LogNormal",85,0.2
"SCP",0.943,7.98542086639164,0,"LogNormal",85,0.3
"RSA-CP (OT) (Ours)",0.938,7.80403368121934,0,"LogNormal",85,0.3
"SCP",0.943,7.98542086639164,0,"LogNormal",85,0.4
"RSA-CP (OT) (Ours)",0.929,7.37348992497169,0,"LogNormal",85,0.4
"SCP",0.943,7.98542086639164,0,"LogNormal",85,0.5
"RSA-CP (OT) (Ours)",0.934,7.57534825350819,0,"LogNormal",85,0.5
"SCP",0.996,17.2903063536888,0,"Student-t",85,0
"RSA-CP (OT) (Ours)",0.984,9.81861632080592,0.0100000000000193,"Student-t",85,0
"SCP",0.996,17.2903063536888,0,"Student-t",85,0.1
"RSA-CP (OT) (Ours)",0.989,11.4402277552115,0,"Student-t",85,0.1
"SCP",0.996,17.2903063536888,0,"Student-t",85,0.2
"RSA-CP (OT) (Ours)",0.984,9.781928625344,0,"Student-t",85,0.2
"SCP",0.996,17.2903063536888,0,"Student-t",85,0.3
"RSA-CP (OT) (Ours)",0.983,9.69916831442914,0.0199999999999818,"Student-t",85,0.3
"SCP",0.996,17.2903063536888,0,"Student-t",85,0.4
"RSA-CP (OT) (Ours)",0.9835,9.75459293429897,0,"Student-t",85,0.4
"SCP",0.996,17.2903063536888,0,"Student-t",85,0.5
"RSA-CP (OT) (Ours)",0.9785,8.83711522543351,0,"Student-t",85,0.5
"SCP",0.959,8.84438886440129,0,"LogNormal",86,0
"RSA-CP (OT) (Ours)",0.8655,5.90180121671166,0,"LogNormal",86,0
"SCP",0.959,8.84438886440129,0,"LogNormal",86,0.1
"RSA-CP (OT) (Ours)",0.8975,6.46661853242625,0,"LogNormal",86,0.1
"SCP",0.959,8.84438886440129,0,"LogNormal",86,0.2
"RSA-CP (OT) (Ours)",0.8775,6.092113639001,0.0199999999999818,"LogNormal",86,0.2
"SCP",0.959,8.84438886440129,0,"LogNormal",86,0.3
"RSA-CP (OT) (Ours)",0.8555,5.60125543938004,0,"LogNormal",86,0.3
"SCP",0.959,8.84438886440129,0,"LogNormal",86,0.4
"RSA-CP (OT) (Ours)",0.86,5.78568762717198,0,"LogNormal",86,0.4
"SCP",0.959,8.84438886440129,0,"LogNormal",86,0.5
"RSA-CP (OT) (Ours)",0.82,5.14075793063952,0.0200000000000102,"LogNormal",86,0.5
"SCP",0.9865,10.2845377487949,0,"Student-t",86,0
"RSA-CP (OT) (Ours)",0.9515,6.45669497122251,0,"Student-t",86,0
"SCP",0.9865,10.2845377487949,0,"Student-t",86,0.1
"RSA-CP (OT) (Ours)",0.952,6.60283424071688,0,"Student-t",86,0.1
"SCP",0.9865,10.2845377487949,0,"Student-t",86,0.2
"RSA-CP (OT) (Ours)",0.952,6.53951401277973,0.00999999999999091,"Student-t",86,0.2
"SCP",0.9865,10.2845377487949,0,"Student-t",86,0.3
"RSA-CP (OT) (Ours)",0.954,6.73022260909561,0,"Student-t",86,0.3
"SCP",0.9865,10.2845377487949,0,"Student-t",86,0.4
"RSA-CP (OT) (Ours)",0.952,6.54428819514237,0,"Student-t",86,0.4
"SCP",0.9865,10.2845377487949,0,"Student-t",86,0.5
"RSA-CP (OT) (Ours)",0.952,6.54928938723687,0.0200000000000102,"Student-t",86,0.5
"SCP",0.9595,8.87368975903813,0,"LogNormal",87,0
"RSA-CP (OT) (Ours)",0.9445,8.0422149443118,0,"LogNormal",87,0
"SCP",0.9595,8.87368975903813,0,"LogNormal",87,0.1
"RSA-CP (OT) (Ours)",0.939,7.84990439022808,0.00999999999999091,"LogNormal",87,0.1
"SCP",0.9595,8.87368975903813,0,"LogNormal",87,0.2
"RSA-CP (OT) (Ours)",0.934,7.57621355320596,0,"LogNormal",87,0.2
"SCP",0.9595,8.87368975903813,0,"LogNormal",87,0.3
"RSA-CP (OT) (Ours)",0.934,7.5760553728297,0,"LogNormal",87,0.3
"SCP",0.9595,8.87368975903813,0,"LogNormal",87,0.4
"RSA-CP (OT) (Ours)",0.937,7.74755130077759,0.0200000000000102,"LogNormal",87,0.4
"SCP",0.9595,8.87368975903813,0,"LogNormal",87,0.5
"RSA-CP (OT) (Ours)",0.9255,7.2898861658287,0,"LogNormal",87,0.5
"SCP",0.943,6.05070720532629,0,"Student-t",87,0
"RSA-CP (OT) (Ours)",0.9115,4.95608585397751,0,"Student-t",87,0
"SCP",0.943,6.05070720532629,0,"Student-t",87,0.1
"RSA-CP (OT) (Ours)",0.8995,4.7038359978563,0,"Student-t",87,0.1
"SCP",0.943,6.05070720532629,0,"Student-t",87,0.2
"RSA-CP (OT) (Ours)",0.8945,4.58298841941092,0,"Student-t",87,0.2
"SCP",0.943,6.05070720532629,0,"Student-t",87,0.3
"RSA-CP (OT) (Ours)",0.897,4.65280685375367,0,"Student-t",87,0.3
"SCP",0.943,6.05070720532629,0,"Student-t",87,0.4
"RSA-CP (OT) (Ours)",0.891,4.52310947456307,0,"Student-t",87,0.4
"SCP",0.943,6.05070720532629,0,"Student-t",87,0.5
"RSA-CP (OT) (Ours)",0.9065,4.88941748858046,0.0200000000000102,"Student-t",87,0.5
"SCP",0.9895,13.5158478762487,0,"LogNormal",88,0
"RSA-CP (OT) (Ours)",0.9865,12.7212416854013,0,"LogNormal",88,0
"SCP",0.9895,13.5158478762487,0,"LogNormal",88,0.1
"RSA-CP (OT) (Ours)",0.984,12.0878528209198,0.00999999999999091,"LogNormal",88,0.1
"SCP",0.9895,13.5158478762487,0,"LogNormal",88,0.2
"RSA-CP (OT) (Ours)",0.9855,12.4804591462521,0,"LogNormal",88,0.2
"SCP",0.9895,13.5158478762487,0,"LogNormal",88,0.3
"RSA-CP (OT) (Ours)",0.986,12.676994403432,0,"LogNormal",88,0.3
"SCP",0.9895,13.5158478762487,0,"LogNormal",88,0.4
"RSA-CP (OT) (Ours)",0.986,12.5760523361228,0,"LogNormal",88,0.4
"SCP",0.9895,13.5158478762487,0,"LogNormal",88,0.5
"RSA-CP (OT) (Ours)",0.986,12.6225964587483,0,"LogNormal",88,0.5
"SCP",0.999,34.4258964741035,0,"Student-t",88,0
"RSA-CP (OT) (Ours)",0.997,20.1756974718112,0,"Student-t",88,0
"SCP",0.999,34.4258964741035,0,"Student-t",88,0.1
"RSA-CP (OT) (Ours)",0.9975,22.9277810712542,0.0199999999999818,"Student-t",88,0.1
"SCP",0.999,34.4258964741035,0,"Student-t",88,0.2
"RSA-CP (OT) (Ours)",0.997,20.9709940457818,0,"Student-t",88,0.2
"SCP",0.999,34.4258964741035,0,"Student-t",88,0.3
"RSA-CP (OT) (Ours)",0.997,20.7670722390105,0,"Student-t",88,0.3
"SCP",0.999,34.4258964741035,0,"Student-t",88,0.4
"RSA-CP (OT) (Ours)",0.997,21.2689763565669,0.0100000000000193,"Student-t",88,0.4
"SCP",0.999,34.4258964741035,0,"Student-t",88,0.5
"RSA-CP (OT) (Ours)",0.997,21.1592004718769,0,"Student-t",88,0.5
"SCP",0.964,9.08719001812597,0,"LogNormal",89,0
"RSA-CP (OT) (Ours)",0.932,7.51552188513371,0.0199999999999818,"LogNormal",89,0
"SCP",0.964,9.08719001812597,0,"LogNormal",89,0.1
"RSA-CP (OT) (Ours)",0.9255,7.28463405115417,0,"LogNormal",89,0.1
"SCP",0.964,9.08719001812597,0,"LogNormal",89,0.2
"RSA-CP (OT) (Ours)",0.9305,7.44142817144181,0,"LogNormal",89,0.2
"SCP",0.964,9.08719001812597,0,"LogNormal",89,0.3
"RSA-CP (OT) (Ours)",0.9135,6.89287846469407,0,"LogNormal",89,0.3
"SCP",0.964,9.08719001812597,0,"LogNormal",89,0.4
"RSA-CP (OT) (Ours)",0.9225,7.18432885574287,0,"LogNormal",89,0.4
"SCP",0.964,9.08719001812597,0,"LogNormal",89,0.5
"RSA-CP (OT) (Ours)",0.9285,7.34372964030886,0,"LogNormal",89,0.5
"SCP",0.952,6.52079189728537,0,"Student-t",89,0
"RSA-CP (OT) (Ours)",0.9435,6.13304324656608,0,"Student-t",89,0
"SCP",0.952,6.52079189728537,0,"Student-t",89,0.1
"RSA-CP (OT) (Ours)",0.9435,6.07724383282165,0.0199999999999818,"Student-t",89,0.1
"SCP",0.952,6.52079189728537,0,"Student-t",89,0.2
"RSA-CP (OT) (Ours)",0.9435,6.10695284198922,0,"Student-t",89,0.2
"SCP",0.952,6.52079189728537,0,"Student-t",89,0.3
"RSA-CP (OT) (Ours)",0.943,6.04095473246013,0,"Student-t",89,0.3
"SCP",0.952,6.52079189728537,0,"Student-t",89,0.4
"RSA-CP (OT) (Ours)",0.9435,6.1340485089236,0,"Student-t",89,0.4
"SCP",0.952,6.52079189728537,0,"Student-t",89,0.5
"RSA-CP (OT) (Ours)",0.943,6.06483095411097,0,"Student-t",89,0.5
"SCP",0.8895,6.32535684087823,0,"LogNormal",90,0
"RSA-CP (OT) (Ours)",0.8575,5.70863104474461,0,"LogNormal",90,0
"SCP",0.8895,6.32535684087823,0,"LogNormal",90,0.1
"RSA-CP (OT) (Ours)",0.852,5.54500874715538,0,"LogNormal",90,0.1
"SCP",0.8895,6.32535684087823,0,"LogNormal",90,0.2
"RSA-CP (OT) (Ours)",0.842,5.42689668976174,0,"LogNormal",90,0.2
"SCP",0.8895,6.32535684087823,0,"LogNormal",90,0.3
"RSA-CP (OT) (Ours)",0.8315,5.27606826196291,0,"LogNormal",90,0.3
"SCP",0.8895,6.32535684087823,0,"LogNormal",90,0.4
"RSA-CP (OT) (Ours)",0.8565,5.67583985160045,0,"LogNormal",90,0.4
"SCP",0.8895,6.32535684087823,0,"LogNormal",90,0.5
"RSA-CP (OT) (Ours)",0.8155,5.08798227043846,0.00999999999999091,"LogNormal",90,0.5
"SCP",0.914,4.99649001891625,0,"Student-t",90,0
"RSA-CP (OT) (Ours)",0.8885,4.4616742920671,0,"Student-t",90,0
"SCP",0.914,4.99649001891625,0,"Student-t",90,0.1
"RSA-CP (OT) (Ours)",0.8935,4.57063541393298,0,"Student-t",90,0.1
"SCP",0.914,4.99649001891625,0,"Student-t",90,0.2
"RSA-CP (OT) (Ours)",0.881,4.32848408936775,0.0200000000000102,"Student-t",90,0.2
"SCP",0.914,4.99649001891625,0,"Student-t",90,0.3
"RSA-CP (OT) (Ours)",0.878,4.29031471615874,0,"Student-t",90,0.3
"SCP",0.914,4.99649001891625,0,"Student-t",90,0.4
"RSA-CP (OT) (Ours)",0.8695,4.15733368553765,0,"Student-t",90,0.4
"SCP",0.914,4.99649001891625,0,"Student-t",90,0.5
"RSA-CP (OT) (Ours)",0.875,4.23931921506261,0.00999999999999091,"Student-t",90,0.5
"SCP",0.9255,7.28756312637571,0,"LogNormal",91,0
"RSA-CP (OT) (Ours)",0.9075,6.72520699926511,0,"LogNormal",91,0
"SCP",0.9255,7.28756312637571,0,"LogNormal",91,0.1
"RSA-CP (OT) (Ours)",0.902,6.52662456127267,0.0200000000000102,"LogNormal",91,0.1
"SCP",0.9255,7.28756312637571,0,"LogNormal",91,0.2
"RSA-CP (OT) (Ours)",0.9045,6.63705825857573,0,"LogNormal",91,0.2
"SCP",0.9255,7.28756312637571,0,"LogNormal",91,0.3
"RSA-CP (OT) (Ours)",0.8945,6.42787396004721,0,"LogNormal",91,0.3
"SCP",0.9255,7.28756312637571,0,"LogNormal",91,0.4
"RSA-CP (OT) (Ours)",0.8875,6.2529911912358,0.00999999999999091,"LogNormal",91,0.4
"SCP",0.9255,7.28756312637571,0,"LogNormal",91,0.5
"RSA-CP (OT) (Ours)",0.892,6.38295662641028,0,"LogNormal",91,0.5
