"Method","Cov","Width","Time","Dataset","Trial","Shock_Probability"
"SCP",0.964,9.0460636050943,0,"LogNormal",31,0
"RSA-CP (OT) (Ours)",0.93,7.38760916623211,0,"LogNormal",31,0
"SCP",0.964,9.0460636050943,0,"LogNormal",31,0.1
"RSA-CP (OT) (Ours)",0.9265,7.31396626698394,0,"LogNormal",31,0.1
"SCP",0.964,9.0460636050943,0,"LogNormal",31,0.2
"RSA-CP (OT) (Ours)",0.9305,7.41101370155768,0,"LogNormal",31,0.2
"SCP",0.964,9.0460636050943,0,"LogNormal",31,0.3
"RSA-CP (OT) (Ours)",0.9225,7.18958125458458,0.0100000000000193,"LogNormal",31,0.3
"SCP",0.964,9.0460636050943,0,"LogNormal",31,0.4
"RSA-CP (OT) (Ours)",0.919,7.09015914639756,0,"LogNormal",31,0.4
"SCP",0.964,9.0460636050943,0,"LogNormal",31,0.5
"RSA-CP (OT) (Ours)",0.929,7.3690932901668,0,"LogNormal",31,0.5
"SCP",0.9415,5.99791313884625,0,"Student-t",31,0
"RSA-CP (OT) (Ours)",0.9155,5.04936720704484,0.0199999999999818,"Student-t",31,0
"SCP",0.9415,5.99791313884625,0,"Student-t",31,0.1
"RSA-CP (OT) (Ours)",0.9285,5.37896462737471,0,"Student-t",31,0.1
"SCP",0.9415,5.99791313884625,0,"Student-t",31,0.2
"RSA-CP (OT) (Ours)",0.913,4.99308885158334,0,"Student-t",31,0.2
"SCP",0.9415,5.99791313884625,0,"Student-t",31,0.3
"RSA-CP (OT) (Ours)",0.8985,4.69166833578356,0,"Student-t",31,0.3
"SCP",0.9415,5.99791313884625,0,"Student-t",31,0.4
"RSA-CP (OT) (Ours)",0.903,4.81148937941131,0,"Student-t",31,0.4
"SCP",0.9415,5.99791313884625,0,"Student-t",31,0.5
"RSA-CP (OT) (Ours)",0.904,4.8341699509855,0,"Student-t",31,0.5
"SCP",0.957,8.74071741164436,0,"LogNormal",32,0
"RSA-CP (OT) (Ours)",0.9565,8.62986927364211,0,"LogNormal",32,0
"SCP",0.957,8.74071741164436,0,"LogNormal",32,0.1
"RSA-CP (OT) (Ours)",0.9565,8.63317694925175,0,"LogNormal",32,0.1
"SCP",0.957,8.74071741164436,0,"LogNormal",32,0.2
"RSA-CP (OT) (Ours)",0.9555,8.54422341182311,0,"LogNormal",32,0.2
"SCP",0.957,8.74071741164436,0,"LogNormal",32,0.3
"RSA-CP (OT) (Ours)",0.9525,8.44636459108799,0.0100000000000193,"LogNormal",32,0.3
"SCP",0.957,8.74071741164436,0,"LogNormal",32,0.4
"RSA-CP (OT) (Ours)",0.9495,8.38388033532816,0,"LogNormal",32,0.4
"SCP",0.957,8.74071741164436,0,"LogNormal",32,0.5
"RSA-CP (OT) (Ours)",0.9505,8.4108240570048,0,"LogNormal",32,0.5
"SCP",0.995,14.5113728717542,0,"Student-t",32,0
"RSA-CP (OT) (Ours)",0.9885,11.0744858502113,0.0199999999999818,"Student-t",32,0
"SCP",0.995,14.5113728717542,0,"Student-t",32,0.1
"RSA-CP (OT) (Ours)",0.9905,11.6550897006636,0,"Student-t",32,0.1
"SCP",0.995,14.5113728717542,0,"Student-t",32,0.2
"RSA-CP (OT) (Ours)",0.9885,11.1214856657286,0,"Student-t",32,0.2
"SCP",0.995,14.5113728717542,0,"Student-t",32,0.3
"RSA-CP (OT) (Ours)",0.9875,10.5486058841949,0.0200000000000102,"Student-t",32,0.3
"SCP",0.995,14.5113728717542,0,"Student-t",32,0.4
"RSA-CP (OT) (Ours)",0.984,9.80750741643876,0,"Student-t",32,0.4
"SCP",0.995,14.5113728717542,0,"Student-t",32,0.5
"RSA-CP (OT) (Ours)",0.9885,11.0289220979341,0,"Student-t",32,0.5
"SCP",0.931,7.48054411943381,0,"LogNormal",33,0
"RSA-CP (OT) (Ours)",0.8895,6.32146437783605,0,"LogNormal",33,0
"SCP",0.931,7.48054411943381,0,"LogNormal",33,0.1
"RSA-CP (OT) (Ours)",0.8875,6.28026085726085,0,"LogNormal",33,0.1
"SCP",0.931,7.48054411943381,0,"LogNormal",33,0.2
"RSA-CP (OT) (Ours)",0.876,6.06262613889149,0.0200000000000102,"LogNormal",33,0.2
"SCP",0.931,7.48054411943381,0,"LogNormal",33,0.3
"RSA-CP (OT) (Ours)",0.8665,5.90965482052988,0,"LogNormal",33,0.3
"SCP",0.931,7.48054411943381,0,"LogNormal",33,0.4
"RSA-CP (OT) (Ours)",0.8625,5.82747961895898,0,"LogNormal",33,0.4
"SCP",0.931,7.48054411943381,0,"LogNormal",33,0.5
"RSA-CP (OT) (Ours)",0.8775,6.08488557599473,0,"LogNormal",33,0.5
"SCP",0.998,27.473649854331,0,"Student-t",33,0
"RSA-CP (OT) (Ours)",0.9655,7.5974194324296,0,"Student-t",33,0
"SCP",0.998,27.473649854331,0,"Student-t",33,0.1
"RSA-CP (OT) (Ours)",0.9815,9.60057795903171,0,"Student-t",33,0.1
"SCP",0.998,27.473649854331,0,"Student-t",33,0.2
"RSA-CP (OT) (Ours)",0.981,9.47017067493829,0,"Student-t",33,0.2
"SCP",0.998,27.473649854331,0,"Student-t",33,0.3
"RSA-CP (OT) (Ours)",0.979,8.96276932349439,0,"Student-t",33,0.3
"SCP",0.998,27.473649854331,0,"Student-t",33,0.4
"RSA-CP (OT) (Ours)",0.9885,10.9726147649358,0,"Student-t",33,0.4
"SCP",0.998,27.473649854331,0,"Student-t",33,0.5
"RSA-CP (OT) (Ours)",0.9745,8.44489688159067,0,"Student-t",33,0.5
"SCP",0.886,6.22468578544024,0,"LogNormal",34,0
"RSA-CP (OT) (Ours)",0.883,6.17638799296103,0,"LogNormal",34,0
"SCP",0.886,6.22468578544024,0,"LogNormal",34,0.1
"RSA-CP (OT) (Ours)",0.8715,5.99742072926877,0.0200000000000102,"LogNormal",34,0.1
"SCP",0.886,6.22468578544024,0,"LogNormal",34,0.2
"RSA-CP (OT) (Ours)",0.8735,6.01575277535752,0,"LogNormal",34,0.2
"SCP",0.886,6.22468578544024,0,"LogNormal",34,0.3
"RSA-CP (OT) (Ours)",0.8685,5.96332914586304,0,"LogNormal",34,0.3
"SCP",0.886,6.22468578544024,0,"LogNormal",34,0.4
"RSA-CP (OT) (Ours)",0.8785,6.10535870708206,0,"LogNormal",34,0.4
"SCP",0.886,6.22468578544024,0,"LogNormal",34,0.5
"RSA-CP (OT) (Ours)",0.868,5.96096549450529,0.00999999999999091,"LogNormal",34,0.5
"SCP",0.99,11.5815659297212,0,"Student-t",34,0
"RSA-CP (OT) (Ours)",0.9555,6.80569470886664,0,"Student-t",34,0
"SCP",0.99,11.5815659297212,0,"Student-t",34,0.1
"RSA-CP (OT) (Ours)",0.9495,6.39437339371792,0,"Student-t",34,0.1
"SCP",0.99,11.5815659297212,0,"Student-t",34,0.2
"RSA-CP (OT) (Ours)",0.9435,6.12119474456007,0.0200000000000102,"Student-t",34,0.2
"SCP",0.99,11.5815659297212,0,"Student-t",34,0.3
"RSA-CP (OT) (Ours)",0.959,7.24444506672332,0,"Student-t",34,0.3
"SCP",0.99,11.5815659297212,0,"Student-t",34,0.4
"RSA-CP (OT) (Ours)",0.945,6.25608688627515,0,"Student-t",34,0.4
"SCP",0.99,11.5815659297212,0,"Student-t",34,0.5
"RSA-CP (OT) (Ours)",0.952,6.54320349969267,0,"Student-t",34,0.5
"SCP",0.9795,11.3749754723244,0,"LogNormal",35,0
"RSA-CP (OT) (Ours)",0.959,8.83295954696761,0,"LogNormal",35,0
"SCP",0.9795,11.3749754723244,0,"LogNormal",35,0.1
"RSA-CP (OT) (Ours)",0.961,8.91123421468079,0.0100000000000193,"LogNormal",35,0.1
"SCP",0.9795,11.3749754723244,0,"LogNormal",35,0.2
"RSA-CP (OT) (Ours)",0.9595,8.87071354761819,0,"LogNormal",35,0.2
"SCP",0.9795,11.3749754723244,0,"LogNormal",35,0.3
"RSA-CP (OT) (Ours)",0.9575,8.7634609492765,0,"LogNormal",35,0.3
"SCP",0.9795,11.3749754723244,0,"LogNormal",35,0.4
"RSA-CP (OT) (Ours)",0.959,8.841807904034,0,"LogNormal",35,0.4
"SCP",0.9795,11.3749754723244,0,"LogNormal",35,0.5
"RSA-CP (OT) (Ours)",0.953,8.47892424364036,0,"LogNormal",35,0.5
"SCP",0.945,6.23273869006735,0,"Student-t",35,0
"RSA-CP (OT) (Ours)",0.9245,5.28767856932575,0,"Student-t",35,0
"SCP",0.945,6.23273869006735,0,"Student-t",35,0.1
"RSA-CP (OT) (Ours)",0.9245,5.28623735430888,0.0100000000000193,"Student-t",35,0.1
"SCP",0.945,6.23273869006735,0,"Student-t",35,0.2
"RSA-CP (OT) (Ours)",0.923,5.19229362707586,0,"Student-t",35,0.2
"SCP",0.945,6.23273869006735,0,"Student-t",35,0.3
"RSA-CP (OT) (Ours)",0.9285,5.39282952395603,0,"Student-t",35,0.3
"SCP",0.945,6.23273869006735,0,"Student-t",35,0.4
"RSA-CP (OT) (Ours)",0.9235,5.25161822347611,0,"Student-t",35,0.4
"SCP",0.945,6.23273869006735,0,"Student-t",35,0.5
"RSA-CP (OT) (Ours)",0.927,5.32781416234952,0,"Student-t",35,0.5
"SCP",0.977,10.5760821274088,0,"LogNormal",36,0
"RSA-CP (OT) (Ours)",0.974,10.0729625053077,0,"LogNormal",36,0
"SCP",0.977,10.5760821274088,0,"LogNormal",36,0.1
"RSA-CP (OT) (Ours)",0.9735,9.97673551745015,0,"LogNormal",36,0.1
"SCP",0.977,10.5760821274088,0,"LogNormal",36,0.2
"RSA-CP (OT) (Ours)",0.9735,9.87434213500026,0,"LogNormal",36,0.2
"SCP",0.977,10.5760821274088,0,"LogNormal",36,0.3
"RSA-CP (OT) (Ours)",0.9745,10.130224482174,0,"LogNormal",36,0.3
"SCP",0.977,10.5760821274088,0,"LogNormal",36,0.4
"RSA-CP (OT) (Ours)",0.9735,9.86131044351293,0,"LogNormal",36,0.4
"SCP",0.977,10.5760821274088,0,"LogNormal",36,0.5
"RSA-CP (OT) (Ours)",0.972,9.71286860949868,0,"LogNormal",36,0.5
"SCP",0.988,10.7875992121575,0,"Student-t",36,0
"RSA-CP (OT) (Ours)",0.946,6.26769836847299,0,"Student-t",36,0
"SCP",0.988,10.7875992121575,0,"Student-t",36,0.1
"RSA-CP (OT) (Ours)",0.9515,6.48617414254443,0.0200000000000102,"Student-t",36,0.1
"SCP",0.988,10.7875992121575,0,"Student-t",36,0.2
"RSA-CP (OT) (Ours)",0.945,6.22758654980884,0,"Student-t",36,0.2
"SCP",0.988,10.7875992121575,0,"Student-t",36,0.3
"RSA-CP (OT) (Ours)",0.945,6.22810933132093,0,"Student-t",36,0.3
"SCP",0.988,10.7875992121575,0,"Student-t",36,0.4
"RSA-CP (OT) (Ours)",0.9495,6.39232584865055,0.00999999999999091,"Student-t",36,0.4
"SCP",0.988,10.7875992121575,0,"Student-t",36,0.5
"RSA-CP (OT) (Ours)",0.936,5.65267291847111,0,"Student-t",36,0.5
"SCP",0.892,6.39501252314737,0,"LogNormal",37,0
"RSA-CP (OT) (Ours)",0.89,6.33406174906818,0.0200000000000102,"LogNormal",37,0
"SCP",0.892,6.39501252314737,0,"LogNormal",37,0.1
"RSA-CP (OT) (Ours)",0.892,6.36448258006504,0,"LogNormal",37,0.1
"SCP",0.892,6.39501252314737,0,"LogNormal",37,0.2
"RSA-CP (OT) (Ours)",0.8915,6.35258776766164,0,"LogNormal",37,0.2
"SCP",0.892,6.39501252314737,0,"LogNormal",37,0.3
"RSA-CP (OT) (Ours)",0.888,6.29932977613541,0,"LogNormal",37,0.3
"SCP",0.892,6.39501252314737,0,"LogNormal",37,0.4
"RSA-CP (OT) (Ours)",0.8745,6.04424277375143,0,"LogNormal",37,0.4
"SCP",0.892,6.39501252314737,0,"LogNormal",37,0.5
"RSA-CP (OT) (Ours)",0.8795,6.12256689173285,0,"LogNormal",37,0.5
"SCP",0.878,4.27978370726607,0,"Student-t",37,0
"RSA-CP (OT) (Ours)",0.8225,3.44979746451486,0,"Student-t",37,0
"SCP",0.878,4.27978370726607,0,"Student-t",37,0.1
"RSA-CP (OT) (Ours)",0.8215,3.43227255389079,0,"Student-t",37,0.1
"SCP",0.878,4.27978370726607,0,"Student-t",37,0.2
"RSA-CP (OT) (Ours)",0.815,3.38637049769826,0,"Student-t",37,0.2
"SCP",0.878,4.27978370726607,0,"Student-t",37,0.3
"RSA-CP (OT) (Ours)",0.8225,3.44873467508493,0,"Student-t",37,0.3
"SCP",0.878,4.27978370726607,0,"Student-t",37,0.4
"RSA-CP (OT) (Ours)",0.8175,3.40716681166041,0.00999999999999091,"Student-t",37,0.4
"SCP",0.878,4.27978370726607,0,"Student-t",37,0.5
"RSA-CP (OT) (Ours)",0.7735,3.02222601321813,0,"Student-t",37,0.5
"SCP",0.9665,9.32127370189772,0,"LogNormal",38,0
"RSA-CP (OT) (Ours)",0.9525,8.44811676096576,0.0200000000000102,"LogNormal",38,0
"SCP",0.9665,9.32127370189772,0,"LogNormal",38,0.1
"RSA-CP (OT) (Ours)",0.9475,8.31475268095663,0,"LogNormal",38,0.1
"SCP",0.9665,9.32127370189772,0,"LogNormal",38,0.2
"RSA-CP (OT) (Ours)",0.9455,8.24262410965934,0,"LogNormal",38,0.2
"SCP",0.9665,9.32127370189772,0,"LogNormal",38,0.3
"RSA-CP (OT) (Ours)",0.9445,8.08794064872151,0.00999999999999091,"LogNormal",38,0.3
"SCP",0.9665,9.32127370189772,0,"LogNormal",38,0.4
"RSA-CP (OT) (Ours)",0.949,8.34337765538202,0,"LogNormal",38,0.4
"SCP",0.9665,9.32127370189772,0,"LogNormal",38,0.5
"RSA-CP (OT) (Ours)",0.9455,8.24682833304915,0,"LogNormal",38,0.5
"SCP",0.952,6.59098789956225,0,"Student-t",38,0
"RSA-CP (OT) (Ours)",0.928,5.34249995852759,0,"Student-t",38,0
"SCP",0.952,6.59098789956225,0,"Student-t",38,0.1
"RSA-CP (OT) (Ours)",0.929,5.40266540798951,0.0200000000000102,"Student-t",38,0.1
"SCP",0.952,6.59098789956225,0,"Student-t",38,0.2
"RSA-CP (OT) (Ours)",0.9175,5.08094840192947,0,"Student-t",38,0.2
"SCP",0.952,6.59098789956225,0,"Student-t",38,0.3
"RSA-CP (OT) (Ours)",0.923,5.21867444827416,0,"Student-t",38,0.3
"SCP",0.952,6.59098789956225,0,"Student-t",38,0.4
"RSA-CP (OT) (Ours)",0.9215,5.16944645837192,0,"Student-t",38,0.4
"SCP",0.952,6.59098789956225,0,"Student-t",38,0.5
"RSA-CP (OT) (Ours)",0.927,5.32914994195815,0,"Student-t",38,0.5
"SCP",0.931,7.46490464396477,0,"LogNormal",39,0
"RSA-CP (OT) (Ours)",0.9035,6.59346165961703,0.0100000000000193,"LogNormal",39,0
"SCP",0.931,7.46490464396477,0,"LogNormal",39,0.1
"RSA-CP (OT) (Ours)",0.899,6.50190974815614,0,"LogNormal",39,0.1
"SCP",0.931,7.46490464396477,0,"LogNormal",39,0.2
"RSA-CP (OT) (Ours)",0.9035,6.60123296006221,0,"LogNormal",39,0.2
"SCP",0.931,7.46490464396477,0,"LogNormal",39,0.3
"RSA-CP (OT) (Ours)",0.8855,6.20397545715164,0.0199999999999818,"LogNormal",39,0.3
"SCP",0.931,7.46490464396477,0,"LogNormal",39,0.4
"RSA-CP (OT) (Ours)",0.8625,5.83746954087654,0,"LogNormal",39,0.4
"SCP",0.931,7.46490464396477,0,"LogNormal",39,0.5
"RSA-CP (OT) (Ours)",0.899,6.50232113462621,0,"LogNormal",39,0.5
"SCP",0.8835,4.3680993314866,0,"Student-t",39,0
"RSA-CP (OT) (Ours)",0.8565,3.94883516198208,0,"Student-t",39,0
"SCP",0.8835,4.3680993314866,0,"Student-t",39,0.1
"RSA-CP (OT) (Ours)",0.8575,3.97417143668117,0,"Student-t",39,0.1
"SCP",0.8835,4.3680993314866,0,"Student-t",39,0.2
"RSA-CP (OT) (Ours)",0.853,3.88463625604959,0,"Student-t",39,0.2
"SCP",0.8835,4.3680993314866,0,"Student-t",39,0.3
"RSA-CP (OT) (Ours)",0.836,3.59335777396997,0,"Student-t",39,0.3
"SCP",0.8835,4.3680993314866,0,"Student-t",39,0.4
"RSA-CP (OT) (Ours)",0.854,3.9005899223462,0.0199999999999818,"Student-t",39,0.4
"SCP",0.8835,4.3680993314866,0,"Student-t",39,0.5
"RSA-CP (OT) (Ours)",0.836,3.59802786289188,0,"Student-t",39,0.5
"SCP",0.906,6.6560015668988,0,"LogNormal",40,0
"RSA-CP (OT) (Ours)",0.8295,5.22883597479765,0,"LogNormal",40,0
"SCP",0.906,6.6560015668988,0,"LogNormal",40,0.1
"RSA-CP (OT) (Ours)",0.834,5.3046887199431,0,"LogNormal",40,0.1
"SCP",0.906,6.6560015668988,0,"LogNormal",40,0.2
"RSA-CP (OT) (Ours)",0.785,4.74595165526857,0.0199999999999818,"LogNormal",40,0.2
"SCP",0.906,6.6560015668988,0,"LogNormal",40,0.3
"RSA-CP (OT) (Ours)",0.82,5.13875006708767,0,"LogNormal",40,0.3
"SCP",0.906,6.6560015668988,0,"LogNormal",40,0.4
"RSA-CP (OT) (Ours)",0.7915,4.82282142497946,0,"LogNormal",40,0.4
"SCP",0.906,6.6560015668988,0,"LogNormal",40,0.5
"RSA-CP (OT) (Ours)",0.8145,5.07424620419908,0.0200000000000102,"LogNormal",40,0.5
"SCP",0.952,6.52591764380244,0,"Student-t",40,0
"RSA-CP (OT) (Ours)",0.9095,4.93746805124389,0,"Student-t",40,0
"SCP",0.952,6.52591764380244,0,"Student-t",40,0.1
"RSA-CP (OT) (Ours)",0.9015,4.77369331544423,0,"Student-t",40,0.1
"SCP",0.952,6.52591764380244,0,"Student-t",40,0.2
"RSA-CP (OT) (Ours)",0.895,4.60566525977136,0,"Student-t",40,0.2
"SCP",0.952,6.52591764380244,0,"Student-t",40,0.3
"RSA-CP (OT) (Ours)",0.9095,4.92439149690327,0.00999999999999091,"Student-t",40,0.3
"SCP",0.952,6.52591764380244,0,"Student-t",40,0.4
"RSA-CP (OT) (Ours)",0.905,4.85900952983581,0,"Student-t",40,0.4
"SCP",0.952,6.52591764380244,0,"Student-t",40,0.5
"RSA-CP (OT) (Ours)",0.9015,4.76711053749876,0,"Student-t",40,0.5
"SCP",0.9555,8.51957177586678,0,"LogNormal",41,0
"RSA-CP (OT) (Ours)",0.9025,6.52964012769051,0,"LogNormal",41,0
"SCP",0.9555,8.51957177586678,0,"LogNormal",41,0.1
"RSA-CP (OT) (Ours)",0.912,6.86993505307595,0,"LogNormal",41,0.1
"SCP",0.9555,8.51957177586678,0,"LogNormal",41,0.2
"RSA-CP (OT) (Ours)",0.894,6.42543578280271,0.00999999999999091,"LogNormal",41,0.2
"SCP",0.9555,8.51957177586678,0,"LogNormal",41,0.3
"RSA-CP (OT) (Ours)",0.892,6.37984654837277,0,"LogNormal",41,0.3
"SCP",0.9555,8.51957177586678,0,"LogNormal",41,0.4
"RSA-CP (OT) (Ours)",0.8885,6.30853602198249,0,"LogNormal",41,0.4
"SCP",0.9555,8.51957177586678,0,"LogNormal",41,0.5
"RSA-CP (OT) (Ours)",0.858,5.73267628376276,0,"LogNormal",41,0.5
"SCP",0.996,16.6498539921255,0,"Student-t",41,0
"RSA-CP (OT) (Ours)",0.979,9.02547923345657,0,"Student-t",41,0
"SCP",0.996,16.6498539921255,0,"Student-t",41,0.1
"RSA-CP (OT) (Ours)",0.9765,8.64635496692378,0,"Student-t",41,0.1
"SCP",0.996,16.6498539921255,0,"Student-t",41,0.2
"RSA-CP (OT) (Ours)",0.9875,10.550265836041,0.00999999999999091,"Student-t",41,0.2
"SCP",0.996,16.6498539921255,0,"Student-t",41,0.3
"RSA-CP (OT) (Ours)",0.983,9.69383301288859,0,"Student-t",41,0.3
"SCP",0.996,16.6498539921255,0,"Student-t",41,0.4
"RSA-CP (OT) (Ours)",0.9865,10.1791711141162,0,"Student-t",41,0.4
"SCP",0.996,16.6498539921255,0,"Student-t",41,0.5
"RSA-CP (OT) (Ours)",0.983,9.69834068362573,0,"Student-t",41,0.5
"SCP",0.9955,15.7317354114316,0,"LogNormal",42,0
"RSA-CP (OT) (Ours)",0.9795,11.0427737453589,0,"LogNormal",42,0
"SCP",0.9955,15.7317354114316,0,"LogNormal",42,0.1
"RSA-CP (OT) (Ours)",0.9845,12.1228053817429,0,"LogNormal",42,0.1
"SCP",0.9955,15.7317354114316,0,"LogNormal",42,0.2
"RSA-CP (OT) (Ours)",0.9795,11.050738418809,0,"LogNormal",42,0.2
"SCP",0.9955,15.7317354114316,0,"LogNormal",42,0.3
"RSA-CP (OT) (Ours)",0.9795,10.8607288224256,0,"LogNormal",42,0.3
"SCP",0.9955,15.7317354114316,0,"LogNormal",42,0.4
"RSA-CP (OT) (Ours)",0.959,8.79942699311503,0,"LogNormal",42,0.4
"SCP",0.9955,15.7317354114316,0,"LogNormal",42,0.5
"RSA-CP (OT) (Ours)",0.9825,11.8693751725013,0.0200000000000102,"LogNormal",42,0.5
"SCP",0.939,5.869670566637,0,"Student-t",42,0
"RSA-CP (OT) (Ours)",0.8215,3.43220016156184,0,"Student-t",42,0
"SCP",0.939,5.869670566637,0,"Student-t",42,0.1
"RSA-CP (OT) (Ours)",0.8415,3.6773465869163,0,"Student-t",42,0.1
"SCP",0.939,5.869670566637,0,"Student-t",42,0.2
"RSA-CP (OT) (Ours)",0.8415,3.67057741357519,0.0199999999999818,"Student-t",42,0.2
"SCP",0.939,5.869670566637,0,"Student-t",42,0.3
"RSA-CP (OT) (Ours)",0.7975,3.24799410394717,0,"Student-t",42,0.3
"SCP",0.939,5.869670566637,0,"Student-t",42,0.4
"RSA-CP (OT) (Ours)",0.818,3.41143263477948,0,"Student-t",42,0.4
"SCP",0.939,5.869670566637,0,"Student-t",42,0.5
"RSA-CP (OT) (Ours)",0.8405,3.64425307979005,0,"Student-t",42,0.5
"SCP",0.9795,11.114887561228,0,"LogNormal",43,0
"RSA-CP (OT) (Ours)",0.9185,7.06719855635555,0,"LogNormal",43,0
"SCP",0.9795,11.114887561228,0,"LogNormal",43,0.1
"RSA-CP (OT) (Ours)",0.931,7.48276890715291,0.0199999999999818,"LogNormal",43,0.1
"SCP",0.9795,11.114887561228,0,"LogNormal",43,0.2
"RSA-CP (OT) (Ours)",0.9165,6.99499041226541,0,"LogNormal",43,0.2
"SCP",0.9795,11.114887561228,0,"LogNormal",43,0.3
"RSA-CP (OT) (Ours)",0.9025,6.5613989209435,0,"LogNormal",43,0.3
"SCP",0.9795,11.114887561228,0,"LogNormal",43,0.4
"RSA-CP (OT) (Ours)",0.8865,6.23634591365035,0.0100000000000193,"LogNormal",43,0.4
"SCP",0.9795,11.114887561228,0,"LogNormal",43,0.5
"RSA-CP (OT) (Ours)",0.918,7.03820899810198,0,"LogNormal",43,0.5
"SCP",0.991,11.8548340735554,0,"Student-t",43,0
"RSA-CP (OT) (Ours)",0.974,8.37504455230551,0,"Student-t",43,0
"SCP",0.991,11.8548340735554,0,"Student-t",43,0.1
"RSA-CP (OT) (Ours)",0.9745,8.44234525899545,0.0199999999999818,"Student-t",43,0.1
"SCP",0.991,11.8548340735554,0,"Student-t",43,0.2
"RSA-CP (OT) (Ours)",0.973,8.16020147118363,0,"Student-t",43,0.2
"SCP",0.991,11.8548340735554,0,"Student-t",43,0.3
"RSA-CP (OT) (Ours)",0.9735,8.20223834725868,0,"Student-t",43,0.3
"SCP",0.991,11.8548340735554,0,"Student-t",43,0.4
"RSA-CP (OT) (Ours)",0.9725,8.11014997636078,0,"Student-t",43,0.4
"SCP",0.991,11.8548340735554,0,"Student-t",43,0.5
"RSA-CP (OT) (Ours)",0.974,8.38291143985209,0,"Student-t",43,0.5
"SCP",0.9975,17.9721880162584,0,"LogNormal",44,0
"RSA-CP (OT) (Ours)",0.9825,11.7471736832192,0.0199999999999818,"LogNormal",44,0
"SCP",0.9975,17.9721880162584,0,"LogNormal",44,0.1
"RSA-CP (OT) (Ours)",0.9865,12.8620940662349,0,"LogNormal",44,0.1
"SCP",0.9975,17.9721880162584,0,"LogNormal",44,0.2
"RSA-CP (OT) (Ours)",0.9825,11.6162144165763,0,"LogNormal",44,0.2
"SCP",0.9975,17.9721880162584,0,"LogNormal",44,0.3
"RSA-CP (OT) (Ours)",0.983,11.9799508204032,0,"LogNormal",44,0.3
"SCP",0.9975,17.9721880162584,0,"LogNormal",44,0.4
"RSA-CP (OT) (Ours)",0.9815,11.4916706918993,0,"LogNormal",44,0.4
"SCP",0.9975,17.9721880162584,0,"LogNormal",44,0.5
"RSA-CP (OT) (Ours)",0.9825,11.7252440437108,0,"LogNormal",44,0.5
"SCP",0.992,11.992270518944,0,"Student-t",44,0
"RSA-CP (OT) (Ours)",0.975,8.50680173055,0,"Student-t",44,0
"SCP",0.992,11.992270518944,0,"Student-t",44,0.1
"RSA-CP (OT) (Ours)",0.9785,8.8320540626558,0.00999999999999091,"Student-t",44,0.1
"SCP",0.992,11.992270518944,0,"Student-t",44,0.2
"RSA-CP (OT) (Ours)",0.979,9.03012791184192,0,"Student-t",44,0.2
"SCP",0.992,11.992270518944,0,"Student-t",44,0.3
"RSA-CP (OT) (Ours)",0.975,8.5447867492601,0,"Student-t",44,0.3
"SCP",0.992,11.992270518944,0,"Student-t",44,0.4
"RSA-CP (OT) (Ours)",0.974,8.33249046393403,0.0200000000000102,"Student-t",44,0.4
"SCP",0.992,11.992270518944,0,"Student-t",44,0.5
"RSA-CP (OT) (Ours)",0.978,8.71941290089041,0,"Student-t",44,0.5
"SCP",0.964,9.04585049861051,0,"LogNormal",45,0
"RSA-CP (OT) (Ours)",0.945,8.18745486849325,0.00999999999999091,"LogNormal",45,0
"SCP",0.964,9.04585049861051,0,"LogNormal",45,0.1
"RSA-CP (OT) (Ours)",0.943,7.96167535225487,0,"LogNormal",45,0.1
"SCP",0.964,9.04585049861051,0,"LogNormal",45,0.2
"RSA-CP (OT) (Ours)",0.933,7.55710216680137,0,"LogNormal",45,0.2
"SCP",0.964,9.04585049861051,0,"LogNormal",45,0.3
"RSA-CP (OT) (Ours)",0.931,7.47054461244038,0,"LogNormal",45,0.3
"SCP",0.964,9.04585049861051,0,"LogNormal",45,0.4
"RSA-CP (OT) (Ours)",0.9305,7.40742677467372,0.0200000000000102,"LogNormal",45,0.4
"SCP",0.964,9.04585049861051,0,"LogNormal",45,0.5
"RSA-CP (OT) (Ours)",0.935,7.62421456849169,0,"LogNormal",45,0.5
"SCP",0.9575,6.97605134667725,0,"Student-t",45,0
"RSA-CP (OT) (Ours)",0.957,6.84182143932992,0,"Student-t",45,0
"SCP",0.9575,6.97605134667725,0,"Student-t",45,0.1
"RSA-CP (OT) (Ours)",0.954,6.71229527121741,0.00999999999999091,"Student-t",45,0.1
"SCP",0.9575,6.97605134667725,0,"Student-t",45,0.2
"RSA-CP (OT) (Ours)",0.953,6.69693592134896,0,"Student-t",45,0.2
"SCP",0.9575,6.97605134667725,0,"Student-t",45,0.3
"RSA-CP (OT) (Ours)",0.9545,6.7514949444668,0,"Student-t",45,0.3
"SCP",0.9575,6.97605134667725,0,"Student-t",45,0.4
"RSA-CP (OT) (Ours)",0.9525,6.67454256977458,0.0200000000000102,"Student-t",45,0.4
"SCP",0.9575,6.97605134667725,0,"Student-t",45,0.5
"RSA-CP (OT) (Ours)",0.9495,6.392855360997,0,"Student-t",45,0.5
"SCP",0.8185,5.12545094546175,0,"LogNormal",46,0
"RSA-CP (OT) (Ours)",0.789,4.78647480809135,0.00999999999999091,"LogNormal",46,0
"SCP",0.8185,5.12545094546175,0,"LogNormal",46,0.1
"RSA-CP (OT) (Ours)",0.79,4.81205121440125,0,"LogNormal",46,0.1
"SCP",0.8185,5.12545094546175,0,"LogNormal",46,0.2
