"Method","Cov","Width","Time","Dataset","Trial","Noise"
"SCP",0.971,10.1030554798394,0,"LogNormal",52,1.5
"RSA-CP (OT) (Ours)",0.969,9.90484032344753,0,"LogNormal",52,1.5
"SPI",0.968,9.826346479461,0.0500000000000114,"LogNormal",52,1.5
"Synthetic-only",0.943,8.37149897935165,0,"LogNormal",52,1.5
"SCP",0.971,10.1030554798394,0,"LogNormal",52,2
"RSA-CP (OT) (Ours)",0.969,9.93338453187245,0.019999999999996,"LogNormal",52,2
"SPI",0.968,9.86175058276806,0.039999999999992,"LogNormal",52,2
"Synthetic-only",0.968,9.8566332799264,0,"LogNormal",52,2
"SCP",0.971,10.1030554798394,0,"LogNormal",52,3
"RSA-CP (OT) (Ours)",0.969,9.91297945421008,0.0200000000000102,"LogNormal",52,3
"SPI",0.988,13.0601962928236,0.0499999999999972,"LogNormal",52,3
"Synthetic-only",0.988,13.0538588496719,0,"LogNormal",52,3
"SCP",0.909,5.13688515099146,0,"Student-t",52,0.25
"RSA-CP (OT) (Ours)",0.9015,4.9599105445389,0,"Student-t",52,0.25
"SPI",0.949,6.45656679251777,0.039999999999992,"Student-t",52,0.25
"Synthetic-only",0.949,6.44066306129367,0,"Student-t",52,0.25
"SCP",0.909,5.13688515099146,0,"Student-t",52,0.5
"RSA-CP (OT) (Ours)",0.9015,4.94961519985033,0.0200000000000102,"Student-t",52,0.5
"SPI",0.953,6.57589578307746,0.0499999999999972,"Student-t",52,0.5
"Synthetic-only",0.953,6.56026786943951,0,"Student-t",52,0.5
"SCP",0.909,5.13688515099146,0,"Student-t",52,1
"RSA-CP (OT) (Ours)",0.901,4.94379696053623,0,"Student-t",52,1
"SPI",0.9535,6.63531127028965,0.0400000000000063,"Student-t",52,1
"Synthetic-only",0.9625,7.21677672692828,0,"Student-t",52,1
"SCP",0.909,5.13688515099146,0,"Student-t",52,1.5
"RSA-CP (OT) (Ours)",0.901,4.94330893585804,0.019999999999996,"Student-t",52,1.5
"SPI",0.9535,6.63531127028965,0.0499999999999972,"Student-t",52,1.5
"Synthetic-only",0.973,8.27580697671164,0,"Student-t",52,1.5
"SCP",0.909,5.13688515099146,0,"Student-t",52,2
"RSA-CP (OT) (Ours)",0.9025,5.00605543095578,0,"Student-t",52,2
"SPI",0.9535,6.63531127028965,0.0400000000000063,"Student-t",52,2
"Synthetic-only",0.985,9.93991864553468,0,"Student-t",52,2
"SCP",0.909,5.13688515099146,0,"Student-t",52,3
"RSA-CP (OT) (Ours)",0.898,4.91122179487079,0.019999999999996,"Student-t",52,3
"SPI",0.9535,6.63531127028965,0.039999999999992,"Student-t",52,3
"Synthetic-only",0.996,13.5799987794624,0,"Student-t",52,3
"SCP",0.9605,9.24718572315235,0,"LogNormal",53,0.25
"RSA-CP (OT) (Ours)",0.95,8.59642334402661,0.0200000000000102,"LogNormal",53,0.25
"SPI",0.9325,7.97115296069662,0.0499999999999972,"LogNormal",53,0.25
"Synthetic-only",0.7275,4.2992715554121,0,"LogNormal",53,0.25
"SCP",0.9605,9.24718572315235,0,"LogNormal",53,0.5
"RSA-CP (OT) (Ours)",0.946,8.46538030524571,0.0100000000000051,"LogNormal",53,0.5
"SPI",0.9325,7.97115296069662,0.0499999999999972,"LogNormal",53,0.5
"Synthetic-only",0.809,5.07681367386285,0,"LogNormal",53,0.5
"SCP",0.9605,9.24718572315235,0,"LogNormal",53,1
"RSA-CP (OT) (Ours)",0.9475,8.51779752075807,0,"LogNormal",53,1
"SPI",0.9325,7.97115296069662,0.0499999999999972,"LogNormal",53,1
"Synthetic-only",0.9005,6.65522397830191,0,"LogNormal",53,1
"SCP",0.9605,9.24718572315235,0,"LogNormal",53,1.5
"RSA-CP (OT) (Ours)",0.9465,8.49158891300189,0,"LogNormal",53,1.5
"SPI",0.943,8.37097044599457,0.0600000000000023,"LogNormal",53,1.5
"Synthetic-only",0.943,8.36618221567808,0.0100000000000051,"LogNormal",53,1.5
"SCP",0.9605,9.24718572315235,0,"LogNormal",53,2
"RSA-CP (OT) (Ours)",0.9495,8.57021473627043,0,"LogNormal",53,2
"SPI",0.968,9.8151967342538,0.0600000000000023,"LogNormal",53,2
"Synthetic-only",0.968,9.81398353992441,0,"LogNormal",53,2
"SCP",0.9605,9.24718572315235,0,"LogNormal",53,3
"RSA-CP (OT) (Ours)",0.9495,8.56850270767726,0,"LogNormal",53,3
"SPI",0.9895,13.4355352534448,0.0499999999999972,"LogNormal",53,3
"Synthetic-only",0.9895,13.4296795159001,0,"LogNormal",53,3
"SCP",0.985,9.88227335605154,0,"Student-t",53,0.25
"RSA-CP (OT) (Ours)",0.9785,8.895516805296,0.00999999999999091,"Student-t",53,0.25
"SPI",0.973,8.28937079630702,0.0500000000000114,"Student-t",53,0.25
"Synthetic-only",0.9415,6.13451353619896,0,"Student-t",53,0.25
"SCP",0.985,9.88227335605154,0,"Student-t",53,0.5
"RSA-CP (OT) (Ours)",0.978,8.84244711398519,0,"Student-t",53,0.5
"SPI",0.973,8.28937079630702,0.0499999999999972,"Student-t",53,0.5
"Synthetic-only",0.9515,6.54186358101389,0,"Student-t",53,0.5
"SCP",0.985,9.88227335605154,0,"Student-t",53,1
"RSA-CP (OT) (Ours)",0.9785,8.95649805804109,0.00999999999999091,"Student-t",53,1
"SPI",0.973,8.28937079630702,0.0500000000000114,"Student-t",53,1
"Synthetic-only",0.9645,7.53555695519043,0,"Student-t",53,1
"SCP",0.985,9.88227335605154,0,"Student-t",53,1.5
"RSA-CP (OT) (Ours)",0.978,8.82076730595062,0,"Student-t",53,1.5
"SPI",0.9745,8.37769449410379,0.0499999999999972,"Student-t",53,1.5
"Synthetic-only",0.9745,8.37516474715036,0,"Student-t",53,1.5
"SCP",0.985,9.88227335605154,0,"Student-t",53,2
"RSA-CP (OT) (Ours)",0.9785,8.95044343604347,0.0100000000000051,"Student-t",53,2
"SPI",0.985,9.86732330952008,0.0499999999999972,"Student-t",53,2
"Synthetic-only",0.985,9.86663718478994,0,"Student-t",53,2
"SCP",0.985,9.88227335605154,0,"Student-t",53,3
"RSA-CP (OT) (Ours)",0.979,8.97530343250971,0,"Student-t",53,3
"SPI",0.996,13.5486723662697,0.0600000000000023,"Student-t",53,3
"Synthetic-only",0.996,13.5337852666286,0,"Student-t",53,3
"SCP",0.9645,9.49601757158823,0,"LogNormal",54,0.25
"RSA-CP (OT) (Ours)",0.9565,8.96830600663499,0.019999999999996,"LogNormal",54,0.25
"SPI",0.9495,8.56152132864714,0.039999999999992,"LogNormal",54,0.25
"Synthetic-only",0.7275,4.27512244484404,0,"LogNormal",54,0.25
"SCP",0.9645,9.49601757158823,0,"LogNormal",54,0.5
"RSA-CP (OT) (Ours)",0.956,8.95473822145097,0,"LogNormal",54,0.5
"SPI",0.9495,8.56152132864714,0.0500000000000114,"LogNormal",54,0.5
"Synthetic-only",0.8085,5.06503651771382,0,"LogNormal",54,0.5
"SCP",0.9645,9.49601757158823,0,"LogNormal",54,1
"RSA-CP (OT) (Ours)",0.9565,9.03614493255507,0.019999999999996,"LogNormal",54,1
"SPI",0.9495,8.56152132864714,0.039999999999992,"LogNormal",54,1
"Synthetic-only",0.903,6.77377468846556,0,"LogNormal",54,1
"SCP",0.9645,9.49601757158823,0,"LogNormal",54,1.5
"RSA-CP (OT) (Ours)",0.9535,8.86287690729843,0.0200000000000102,"LogNormal",54,1.5
"SPI",0.9495,8.56152132864714,0.0499999999999972,"LogNormal",54,1.5
"Synthetic-only",0.9355,8.09133717125759,0,"LogNormal",54,1.5
"SCP",0.9645,9.49601757158823,0,"LogNormal",54,2
"RSA-CP (OT) (Ours)",0.956,8.94791844626437,0,"LogNormal",54,2
"SPI",0.968,9.83917719805516,0.039999999999992,"LogNormal",54,2
"Synthetic-only",0.968,9.8277405821616,0,"LogNormal",54,2
"SCP",0.9645,9.49601757158823,0,"LogNormal",54,3
"RSA-CP (OT) (Ours)",0.9555,8.91147978822027,0.0200000000000102,"LogNormal",54,3
"SPI",0.9765,10.8451829570906,0.0499999999999972,"LogNormal",54,3
"Synthetic-only",0.988,13.0891485839408,0,"LogNormal",54,3
"SCP",0.916,5.27550565173302,0,"Student-t",54,0.25
"RSA-CP (OT) (Ours)",0.902,4.99073943771108,0,"Student-t",54,0.25
"SPI",0.92,5.39478495537069,0.0400000000000063,"Student-t",54,0.25
"Synthetic-only",0.954,6.64673129661727,0,"Student-t",54,0.25
"SCP",0.916,5.27550565173302,0,"Student-t",54,0.5
"RSA-CP (OT) (Ours)",0.9015,4.97095252122152,0.019999999999996,"Student-t",54,0.5
"SPI",0.92,5.39478495537069,0.0499999999999972,"Student-t",54,0.5
"Synthetic-only",0.954,6.75932211433143,0,"Student-t",54,0.5
"SCP",0.916,5.27550565173302,0,"Student-t",54,1
"RSA-CP (OT) (Ours)",0.9015,4.9687189276554,0,"Student-t",54,1
"SPI",0.92,5.39478495537069,0.0400000000000063,"Student-t",54,1
"Synthetic-only",0.9625,7.37562402280198,0,"Student-t",54,1
"SCP",0.916,5.27550565173302,0,"Student-t",54,1.5
"RSA-CP (OT) (Ours)",0.9025,5.01377069274154,0.019999999999996,"Student-t",54,1.5
"SPI",0.92,5.39478495537069,0.039999999999992,"Student-t",54,1.5
"Synthetic-only",0.9775,8.77738846932368,0,"Student-t",54,1.5
"SCP",0.916,5.27550565173302,0,"Student-t",54,2
"RSA-CP (OT) (Ours)",0.9025,4.99647567179362,0,"Student-t",54,2
"SPI",0.92,5.39478495537069,0.0500000000000114,"Student-t",54,2
"Synthetic-only",0.985,10.0047509115916,0,"Student-t",54,2
"SCP",0.916,5.27550565173302,0,"Student-t",54,3
"RSA-CP (OT) (Ours)",0.902,4.9893868806205,0,"Student-t",54,3
"SPI",0.92,5.39478495537069,0.0599999999999881,"Student-t",54,3
"Synthetic-only",0.996,13.8497972448952,0.019999999999996,"Student-t",54,3
"SCP",0.9005,6.65665152026933,0,"LogNormal",55,0.25
"RSA-CP (OT) (Ours)",0.8815,6.30586001187499,0.0200000000000102,"LogNormal",55,0.25
"SPI",0.8705,6.0613032407888,0.0499999999999972,"LogNormal",55,0.25
"Synthetic-only",0.7295,4.31172918744462,0,"LogNormal",55,0.25
"SCP",0.9005,6.65665152026933,0,"LogNormal",55,0.5
"RSA-CP (OT) (Ours)",0.88,6.29005585144422,0.0100000000000051,"LogNormal",55,0.5
"SPI",0.8705,6.0613032407888,0.0299999999999869,"LogNormal",55,0.5
"Synthetic-only",0.8015,4.99487277722941,0,"LogNormal",55,0.5
"SCP",0.9005,6.65665152026933,0,"LogNormal",55,1
"RSA-CP (OT) (Ours)",0.8855,6.33746833273652,0,"LogNormal",55,1
"SPI",0.9025,6.7435094039201,0.0499999999999972,"LogNormal",55,1
"Synthetic-only",0.9025,6.74097002598155,0,"LogNormal",55,1
"SCP",0.9005,6.65665152026933,0,"LogNormal",55,1.5
"RSA-CP (OT) (Ours)",0.881,6.30097049542004,0,"LogNormal",55,1.5
"SPI",0.946,8.42061467869975,0.0600000000000023,"LogNormal",55,1.5
"Synthetic-only",0.946,8.41947656414404,0.0100000000000051,"LogNormal",55,1.5
"SCP",0.9005,6.65665152026933,0,"LogNormal",55,2
"RSA-CP (OT) (Ours)",0.8835,6.32449652119679,0.00999999999999091,"LogNormal",55,2
"SPI",0.968,9.79234144778401,0.0500000000000114,"LogNormal",55,2
"Synthetic-only",0.968,9.79181057866025,0,"LogNormal",55,2
"SCP",0.9005,6.65665152026933,0,"LogNormal",55,3
"RSA-CP (OT) (Ours)",0.882,6.31420313359737,0,"LogNormal",55,3
"SPI",0.986,12.6327922376577,0.0499999999999972,"LogNormal",55,3
"Synthetic-only",0.9895,13.3164982382185,0,"LogNormal",55,3
"SCP",0.956,6.80954758334012,0,"Student-t",55,0.25
"RSA-CP (OT) (Ours)",0.954,6.65824535991593,0,"Student-t",55,0.25
"SPI",0.954,6.69925285550576,0.0500000000000114,"Student-t",55,0.25
"Synthetic-only",0.9475,6.32563864853017,0,"Student-t",55,0.25
"SCP",0.956,6.80954758334012,0,"Student-t",55,0.5
"RSA-CP (OT) (Ours)",0.954,6.69184032294818,0.019999999999996,"Student-t",55,0.5
"SPI",0.955,6.79180873980591,0.0300000000000011,"Student-t",55,0.5
"Synthetic-only",0.9545,6.77100221732817,0.0100000000000051,"Student-t",55,0.5
"SCP",0.956,6.80954758334012,0,"Student-t",55,1
"RSA-CP (OT) (Ours)",0.954,6.73672612834634,0,"Student-t",55,1
"SPI",0.962,7.19590562032559,0.0499999999999972,"Student-t",55,1
"Synthetic-only",0.962,7.19381823052053,0,"Student-t",55,1
"SCP",0.956,6.80954758334012,0,"Student-t",55,1.5
"RSA-CP (OT) (Ours)",0.954,6.73105418347496,0.019999999999996,"Student-t",55,1.5
"SPI",0.976,8.53229021493851,0.0300000000000011,"Student-t",55,1.5
"Synthetic-only",0.976,8.53222230745019,0.0100000000000051,"Student-t",55,1.5
"SCP",0.956,6.80954758334012,0,"Student-t",55,2
"RSA-CP (OT) (Ours)",0.954,6.64502020667797,0,"Student-t",55,2
"SPI",0.985,9.851557822196,0.0499999999999972,"Student-t",55,2
"Synthetic-only",0.985,9.8504256598468,0,"Student-t",55,2
"SCP",0.956,6.80954758334012,0,"Student-t",55,3
"RSA-CP (OT) (Ours)",0.954,6.71670045542313,0.00999999999999091,"Student-t",55,3
"SPI",0.9955,13.3506532834693,0.0400000000000063,"Student-t",55,3
"Synthetic-only",0.9955,13.3332546686756,0,"Student-t",55,3
"SCP",0.977,11.0890969029646,0,"LogNormal",56,0.25
"RSA-CP (OT) (Ours)",0.968,9.78476269222521,0,"LogNormal",56,0.25
"SPI",0.9535,8.85654050847738,0.0599999999999881,"LogNormal",56,0.25
"Synthetic-only",0.7275,4.28812791273046,0,"LogNormal",56,0.25
"SCP",0.977,11.0890969029646,0,"LogNormal",56,0.5
"RSA-CP (OT) (Ours)",0.97,9.93833520084758,0,"LogNormal",56,0.5
"SPI",0.9535,8.85654050847738,0.0500000000000114,"LogNormal",56,0.5
"Synthetic-only",0.799,4.95059398313502,0,"LogNormal",56,0.5
"SCP",0.977,11.0890969029646,0,"LogNormal",56,1
"RSA-CP (OT) (Ours)",0.968,9.78476269222521,0.019999999999996,"LogNormal",56,1
"SPI",0.9535,8.85654050847738,0.039999999999992,"LogNormal",56,1
"Synthetic-only",0.8985,6.58987542695413,0,"LogNormal",56,1
"SCP",0.977,11.0890969029646,0,"LogNormal",56,1.5
"RSA-CP (OT) (Ours)",0.968,9.85057948163479,0.0200000000000102,"LogNormal",56,1.5
"SPI",0.9535,8.85654050847738,0.0300000000000011,"LogNormal",56,1.5
"Synthetic-only",0.946,8.44884835508982,0,"LogNormal",56,1.5
"SCP",0.977,11.0890969029646,0,"LogNormal",56,2
"RSA-CP (OT) (Ours)",0.9705,10.0041519902572,0,"LogNormal",56,2
"SPI",0.966,9.62244224513551,0.0400000000000063,"LogNormal",56,2
"Synthetic-only",0.966,9.6201784561304,0,"LogNormal",56,2
"SCP",0.977,11.0890969029646,0,"LogNormal",56,3
"RSA-CP (OT) (Ours)",0.9675,9.71646254809911,0.019999999999996,"LogNormal",56,3
"SPI",0.988,13.0556780213864,0.0499999999999972,"LogNormal",56,3
"Synthetic-only",0.988,13.0391076073848,0,"LogNormal",56,3
"SCP",0.9625,7.20845777768121,0,"Student-t",56,0.25
"RSA-CP (OT) (Ours)",0.9505,6.49265617151328,0,"Student-t",56,0.25
"SPI",0.9415,6.14033015254411,0.0400000000000063,"Student-t",56,0.25
"Synthetic-only",0.9415,6.14024533768599,0,"Student-t",56,0.25
"SCP",0.9625,7.20845777768121,0,"Student-t",56,0.5
"RSA-CP (OT) (Ours)",0.949,6.43091399791845,0,"Student-t",56,0.5
"SPI",0.948,6.3353713378701,0.0599999999999881,"Student-t",56,0.5
"Synthetic-only",0.9475,6.32962285180645,0.019999999999996,"Student-t",56,0.5
"SCP",0.9625,7.20845777768121,0,"Student-t",56,1
"RSA-CP (OT) (Ours)",0.9485,6.39190698734353,0,"Student-t",56,1
"SPI",0.9625,7.39759820262199,0.0500000000000114,"Student-t",56,1
"Synthetic-only",0.9625,7.36197561134248,0,"Student-t",56,1
"SCP",0.9625,7.20845777768121,0,"Student-t",56,1.5
"RSA-CP (OT) (Ours)",0.953,6.56226732730412,0.019999999999996,"Student-t",56,1.5
"SPI",0.9765,8.61692260679161,0.039999999999992,"Student-t",56,1.5
"Synthetic-only",0.9765,8.61639252030965,0,"Student-t",56,1.5
"SCP",0.9625,7.20845777768121,0,"Student-t",56,2
"RSA-CP (OT) (Ours)",0.9515,6.53050208485336,0.0200000000000102,"Student-t",56,2
"SPI",0.985,9.85224170004861,0.0300000000000011,"Student-t",56,2
"Synthetic-only",0.985,9.82349489283826,0,"Student-t",56,2
"SCP",0.9625,7.20845777768121,0,"Student-t",56,3
"RSA-CP (OT) (Ours)",0.953,6.59440840607422,0,"Student-t",56,3
"SPI",0.996,13.7474636124762,0.039999999999992,"Student-t",56,3
"Synthetic-only",0.996,13.723171636999,0,"Student-t",56,3
"SCP",0.9095,7.01829919976505,0,"LogNormal",57,0.25
"RSA-CP (OT) (Ours)",0.9025,6.73671673610406,0,"LogNormal",57,0.25
"SPI",0.8945,6.48593804105152,0.0499999999999972,"LogNormal",57,0.25
"Synthetic-only",0.7305,4.31725443559066,0,"LogNormal",57,0.25
"SCP",0.9095,7.01829919976505,0,"LogNormal",57,0.5
"RSA-CP (OT) (Ours)",0.902,6.71029823909973,0.0100000000000051,"LogNormal",57,0.5
"SPI",0.8945,6.48593804105152,0.0499999999999972,"LogNormal",57,0.5
"Synthetic-only",0.8035,5.01648520300428,0,"LogNormal",57,0.5
"SCP",0.9095,7.01829919976505,0,"LogNormal",57,1
"RSA-CP (OT) (Ours)",0.9015,6.70575811898088,0,"LogNormal",57,1
"SPI",0.9015,6.69818959289483,0.0499999999999972,"LogNormal",57,1
"Synthetic-only",0.9015,6.69619629564523,0,"LogNormal",57,1
"SCP",0.9095,7.01829919976505,0,"LogNormal",57,1.5
"RSA-CP (OT) (Ours)",0.902,6.71511778562888,0,"LogNormal",57,1.5
"SPI",0.91,7.03906175737583,0.0499999999999972,"LogNormal",57,1.5
"Synthetic-only",0.9405,8.30900309852125,0,"LogNormal",57,1.5
"SCP",0.9095,7.01829919976505,0,"LogNormal",57,2
"RSA-CP (OT) (Ours)",0.902,6.71786835375859,0.00999999999999091,"LogNormal",57,2
"SPI",0.91,7.03906175737583,0.0500000000000114,"LogNormal",57,2
"Synthetic-only",0.972,10.1655794139052,0,"LogNormal",57,2
"SCP",0.9095,7.01829919976505,0,"LogNormal",57,3
"RSA-CP (OT) (Ours)",0.9015,6.67705875227242,0,"LogNormal",57,3
"SPI",0.91,7.03906175737583,0.0499999999999972,"LogNormal",57,3
"Synthetic-only",0.9885,13.1676077633536,0,"LogNormal",57,3
"SCP",0.949,6.46712702550398,0,"Student-t",57,0.25
"RSA-CP (OT) (Ours)",0.919,5.34680573090482,0.0100000000000051,"Student-t",57,0.25
"SPI",0.9445,6.25040107679392,0.0499999999999972,"Student-t",57,0.25
"Synthetic-only",0.944,6.24535814080946,0,"Student-t",57,0.25
"SCP",0.949,6.46712702550398,0,"Student-t",57,0.5
"RSA-CP (OT) (Ours)",0.926,5.59578185628839,0,"Student-t",57,0.5
"SPI",0.954,6.72075296426427,0.0499999999999972,"Student-t",57,0.5
"Synthetic-only",0.954,6.68638473722211,0,"Student-t",57,0.5
"SCP",0.949,6.46712702550398,0,"Student-t",57,1
"RSA-CP (OT) (Ours)",0.9245,5.55123821675684,0,"Student-t",57,1
"SPI",0.9625,7.31590058834424,0.0499999999999972,"Student-t",57,1
"Synthetic-only",0.9625,7.31526197047878,0,"Student-t",57,1
"SCP",0.949,6.46712702550398,0,"Student-t",57,1.5
"RSA-CP (OT) (Ours)",0.92,5.40046776903367,0.00999999999999091,"Student-t",57,1.5
"SPI",0.9775,8.70239143905083,0.0400000000000063,"Student-t",57,1.5
"Synthetic-only",0.9765,8.63121636131289,0,"Student-t",57,1.5
"SCP",0.949,6.46712702550398,0,"Student-t",57,2
"RSA-CP (OT) (Ours)",0.924,5.51149563778993,0,"Student-t",57,2
"SPI",0.9795,9.10180769043099,0.0499999999999972,"Student-t",57,2
"Synthetic-only",0.985,10.0968734205419,0,"Student-t",57,2
"SCP",0.949,6.46712702550398,0,"Student-t",57,3
"RSA-CP (OT) (Ours)",0.925,5.58404977408657,0.00999999999999091,"Student-t",57,3
"SPI",0.9795,9.10180769043099,0.0400000000000063,"Student-t",57,3
"Synthetic-only",0.9955,13.3692994441523,0.0100000000000051,"Student-t",57,3
"SCP",0.9655,9.57655345594089,0,"LogNormal",58,0.25
"RSA-CP (OT) (Ours)",0.945,8.41556818003125,0.019999999999996,"LogNormal",58,0.25
"SPI",0.923,7.6310421155336,0.039999999999992,"LogNormal",58,0.25
"Synthetic-only",0.728,4.30044445860269,0,"LogNormal",58,0.25
"SCP",0.9655,9.57655345594089,0,"LogNormal",58,0.5
"RSA-CP (OT) (Ours)",0.946,8.48131480643775,0,"LogNormal",58,0.5
"SPI",0.923,7.6310421155336,0.0500000000000114,"LogNormal",58,0.5
"Synthetic-only",0.8055,5.02626189437982,0,"LogNormal",58,0.5
"SCP",0.9655,9.57655345594089,0,"LogNormal",58,1
"RSA-CP (OT) (Ours)",0.947,8.49446413171905,0.019999999999996,"LogNormal",58,1
"SPI",0.923,7.6310421155336,0.0400000000000063,"LogNormal",58,1
"Synthetic-only",0.903,6.77028320107052,0,"LogNormal",58,1
"SCP",0.9655,9.57655345594089,0,"LogNormal",58,1.5
"RSA-CP (OT) (Ours)",0.943,8.38344372688776,0,"LogNormal",58,1.5
"SPI",0.9465,8.48992061438189,0.0699999999999932,"LogNormal",58,1.5
"Synthetic-only",0.946,8.46670605094008,0,"LogNormal",58,1.5
"SCP",0.9655,9.57655345594089,0,"LogNormal",58,2
"RSA-CP (OT) (Ours)",0.9505,8.61444595632484,0,"LogNormal",58,2
"SPI",0.9705,10.0630774117907,0.0400000000000063,"LogNormal",58,2
"Synthetic-only",0.9705,10.0454767248103,0,"LogNormal",58,2
"SCP",0.9655,9.57655345594089,0,"LogNormal",58,3
"RSA-CP (OT) (Ours)",0.95,8.59201913394962,0.019999999999996,"LogNormal",58,3
"SPI",0.9745,10.5106940081849,0.039999999999992,"LogNormal",58,3
"Synthetic-only",0.9905,13.6699273006199,0,"LogNormal",58,3
"SCP",0.9625,7.21289229165974,0,"Student-t",58,0.25
"RSA-CP (OT) (Ours)",0.9485,6.34607742208513,0,"Student-t",58,0.25
"SPI",0.9455,6.26964069769477,0.0500000000000114,"Student-t",58,0.25
"Synthetic-only",0.9455,6.26374676340107,0,"Student-t",58,0.25
"SCP",0.9625,7.21289229165974,0,"Student-t",58,0.5
"RSA-CP (OT) (Ours)",0.949,6.39505958433933,0.019999999999996,"Student-t",58,0.5
"SPI",0.9605,7.12326376182055,0.039999999999992,"Student-t",58,0.5
"Synthetic-only",0.96,7.09013096363714,0,"Student-t",58,0.5
"SCP",0.9625,7.21289229165974,0,"Student-t",58,1
"RSA-CP (OT) (Ours)",0.949,6.46746127173988,0,"Student-t",58,1
"SPI",0.9625,7.38630528971868,0.0500000000000114,"Student-t",58,1
"Synthetic-only",0.9625,7.38315567499472,0,"Student-t",58,1
"SCP",0.9625,7.21289229165974,0,"Student-t",58,1.5
"RSA-CP (OT) (Ours)",0.949,6.39719966458891,0,"Student-t",58,1.5
"SPI",0.9775,8.7049634068042,0.039999999999992,"Student-t",58,1.5
"Synthetic-only",0.977,8.68534652639715,0,"Student-t",58,1.5
"SCP",0.9625,7.21289229165974,0,"Student-t",58,2
"RSA-CP (OT) (Ours)",0.949,6.4431439376828,0.0200000000000102,"Student-t",58,2
"SPI",0.986,10.1888998781339,0.0300000000000011,"Student-t",58,2
"Synthetic-only",0.986,10.179961310058,0,"Student-t",58,2
"SCP",0.9625,7.21289229165974,0,"Student-t",58,3
"RSA-CP (OT) (Ours)",0.949,6.41719730840091,0,"Student-t",58,3
"SPI",0.9955,13.162194008813,0.0400000000000063,"Student-t",58,3
"Synthetic-only",0.9955,13.1523561564209,0,"Student-t",58,3
"SCP",0.9265,7.71687118816512,0,"LogNormal",59,0.25
"RSA-CP (OT) (Ours)",0.917,7.32011586396839,0,"LogNormal",59,0.25
"SPI",0.908,6.94320014117866,0.0499999999999972,"LogNormal",59,0.25
"Synthetic-only",0.7275,4.29187109931899,0,"LogNormal",59,0.25
"SCP",0.9265,7.71687118816512,0,"LogNormal",59,0.5
"RSA-CP (OT) (Ours)",0.916,7.28065432292273,0.0100000000000051,"LogNormal",59,0.5
"SPI",0.908,6.94320014117866,0.0499999999999972,"LogNormal",59,0.5
"Synthetic-only",0.8055,5.04605781378629,0,"LogNormal",59,0.5
"SCP",0.9265,7.71687118816512,0,"LogNormal",59,1
"RSA-CP (OT) (Ours)",0.9155,7.26436919738964,0,"LogNormal",59,1
"SPI",0.908,6.94320014117866,0.039999999999992,"LogNormal",59,1
"Synthetic-only",0.9005,6.63500874755525,0,"LogNormal",59,1
"SCP",0.9265,7.71687118816512,0,"LogNormal",59,1.5
"RSA-CP (OT) (Ours)",0.917,7.31902241508852,0,"LogNormal",59,1.5
"SPI",0.9305,7.88573128562273,0.0700000000000074,"LogNormal",59,1.5
"Synthetic-only",0.941,8.31992523269721,0.0200000000000102,"LogNormal",59,1.5
"SCP",0.9265,7.71687118816512,0,"LogNormal",59,2
"RSA-CP (OT) (Ours)",0.916,7.28679470122242,0.0100000000000051,"LogNormal",59,2
"SPI",0.9305,7.88573128562273,0.0499999999999972,"LogNormal",59,2
"Synthetic-only",0.969,9.89117828558468,0,"LogNormal",59,2
"SCP",0.9265,7.71687118816512,0,"LogNormal",59,3
"RSA-CP (OT) (Ours)",0.9155,7.25305055110837,0,"LogNormal",59,3
"SPI",0.9305,7.88573128562273,0.0499999999999972,"LogNormal",59,3
"Synthetic-only",0.9895,13.3896187965748,0,"LogNormal",59,3
"SCP",0.976,8.46554503723192,0,"Student-t",59,0.25
"RSA-CP (OT) (Ours)",0.956,6.88885591679015,0,"Student-t",59,0.25
